month,item_code,item_name,brand,revenue,qty,cogs,full_cost,gross_profit,op_profit,n_lines,gross_margin_pct,op_margin_pct,basis,estimated
2026-01,80,برجر 1200 جم طبق,ابوهاشم,50000.0,376.0,40295.4679,48794.5706,9704.5321,1205.4294,3,19.4091,2.4109,calibrated,True
2026-01,107,سجق 800 ابو هاشم طبق,ابوهاشم,46178.8,505.0,42851.5764,50683.9824,3327.2236,-4505.1824,33,7.2051,-9.756,calibrated,True
2026-01,399,كفته اسبيشيال صغير طبق,اسبشيال,45268.86,1981.0,34632.6409,45535.748,10636.2191,-266.888,13,23.4957,-0.5896,calibrated,True
2026-01,398,بانيه 900 جرام اسباشيل كيس,اسبشيال,42100.0,771.0,20038.7997,33593.9802,22061.2003,8506.0198,17,52.4019,20.2043,calibrated,True
2026-01,403,برجر اسبشيال صغير طبق,اسبشيال,38020.5,1531.0,24978.5578,35702.0185,13041.9422,2318.4815,13,34.3024,6.098,calibrated,True
2026-01,114,كفته ابو هاشم 800 طبق,ابوهاشم,37502.4,423.0,34476.8577,39975.4943,3025.5423,-2473.0943,25,8.0676,-6.5945,calibrated,True
2026-01,99,سجق الهنا 800 جرام طبق,الهنا,36228.24,720.0,19327.487,31250.0432,16900.753,4978.1968,10,46.6508,13.7412,calibrated,True
2026-01,255,برجر ابو هاشم جامبو 1.5 كيلو طبق,ابوهاشم,32870.0,196.0,25908.5379,31157.7509,6961.4621,1712.2491,20,21.1788,5.2092,calibrated,True
2026-01,406,سجق اسبيشيال عائلى طبق,اسبشيال,24788.19,408.0,11656.4006,18985.2886,13131.7894,5802.9014,3,52.976,23.4099,calibrated,True
2026-01,7,سجق 350 جم ابو هاشم طبق,ابوهاشم,20338.0,466.0,18262.5346,21448.3954,2075.4654,-1110.3954,25,10.2049,-5.4597,calibrated,True
2026-01,405,سجق اسبيشيال صغير طبق,اسبشيال,13074.6,361.0,5238.5317,7970.231,7836.0683,5104.369,5,59.9335,39.0403,calibrated,True
2026-01,8,كفته 350 جم ابو هاشم طبق,ابوهاشم,12265.0,312.0,11847.9146,13896.6854,417.0854,-1631.6854,20,3.4006,-13.3036,calibrated,True
2026-01,292,عجينه سجق 5 كيلو الهنا طبق,الهنا,11000.0,55.0,7966.8177,11532.9283,3033.1823,-532.9283,3,27.5744,-4.8448,calibrated,True
2026-01,421,برجر ابو هاشم 1 ك طبق,ابوهاشم,9152.2,85.0,7632.1369,9126.5639,1520.0631,25.6361,11,16.6087,0.2801,calibrated,True
2026-01,33,كيلو مفروم هندى كيلو,ابوهاشم,5610.0,27.0,2991.8115,4416.4745,2618.1885,1193.5255,8,46.67,21.275,calibrated,True
2026-02,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,ابوهاشم,482043.2,1513.0,466898.139,537041.6221,15145.061,-54998.4221,40,3.1418,-11.4094,calibrated,True
2026-02,101,كفته الهنا 800 جرام طبق,الهنا,479668.64,10558.0,294248.7031,445192.3306,185419.9369,34476.3094,75,38.6558,7.1875,calibrated,True
2026-02,120,برجر الهنا 900 جرام طبق,الهنا,394121.49,8130.0,256153.4911,378363.1997,137967.9989,15758.2903,54,35.0065,3.9983,calibrated,True
2026-02,102,كفته الهنا 350 طبق,الهنا,316024.39,16170.0,241587.5978,312459.2902,74436.7922,3565.0998,82,23.5541,1.1281,calibrated,True
2026-02,404,برجر اسبشيال عائلى طبق,اسبشيال,167895.75,2955.0,100038.5198,151729.7841,67857.2302,16165.9659,16,40.4163,9.6286,calibrated,True
2026-02,346,بانيه 800 جرام طبق,الهنا,165574.0,3197.0,77722.4232,127930.1447,87851.5768,37643.8553,30,53.0588,22.7354,calibrated,True
2026-02,104,برجر الهنا 400 جرام طبق,الهنا,136888.38,5760.0,88670.7657,129144.9218,48217.6143,7743.4582,47,35.224,5.6568,calibrated,True
2026-02,402,كفته اسبيشيال عائلى طبق,اسبشيال,136866.15,2592.0,99056.4548,134534.0834,37809.6952,2332.0666,16,27.6253,1.7039,calibrated,True
2026-02,108,سجق الهنا 350 طبق,الهنا,134860.5,5385.0,76253.0906,116773.424,58607.4094,18087.076,31,43.4578,13.4117,calibrated,True
2026-02,99,سجق الهنا 800 جرام طبق,الهنا,107734.44,2112.0,57760.9903,92226.6678,49973.4497,15507.7722,18,46.3858,14.3944,calibrated,True
2026-02,2,كبده اسكندرانى 400 طبق,ابوهاشم,105383.6,1556.0,50469.4733,75067.9684,54914.1267,30315.6316,27,52.1088,28.7669,calibrated,True
2026-02,257,سجق الهنا 5 كيلو طبق,الهنا,83820.0,284.0,41911.9968,71220.8391,41908.0032,12599.1609,19,49.9976,15.0312,calibrated,True
2026-02,1,مفروم صافى 400 جم طبق,ابوهاشم,81015.0,1013.0,41681.3999,61157.8077,39333.6001,19857.1923,21,48.551,24.5105,calibrated,True
2026-02,399,كفته اسبيشيال صغير طبق,اسبشيال,44603.61,1950.0,34732.3021,45309.1543,9871.3079,-705.5443,11,22.1312,-1.5818,calibrated,True
2026-02,107,سجق 800 ابو هاشم طبق,ابوهاشم,39079.2,433.0,37433.5612,44051.8808,1645.6388,-4972.6808,25,4.211,-12.7246,calibrated,True
2026-02,403,برجر اسبشيال صغير طبق,اسبشيال,38857.5,1560.0,25930.721,36698.8535,12926.779,2158.6465,10,33.2671,5.5553,calibrated,True
2026-02,420,برجر الهنا 800 جرام طبق,الهنا,38596.8,912.0,26275.7732,36838.4346,12321.0268,1758.3654,9,31.9224,4.5557,calibrated,True
2026-02,7,سجق 350 جم ابو هاشم طبق,ابوهاشم,32214.0,728.0,29067.2763,33972.1551,3146.7237,-1758.1551,22,9.7682,-5.4577,calibrated,True
2026-02,114,كفته ابو هاشم 800 طبق,ابوهاشم,30992.4,353.0,29312.971,33835.1254,1679.429,-2842.7254,26,5.4188,-9.1723,calibrated,True
2026-02,255,برجر ابو هاشم جامبو 1.5 كيلو طبق,ابوهاشم,27154.4,162.0,21817.2331,26092.9522,5337.1669,1061.4478,17,19.6549,3.9089,calibrated,True
2026-02,398,بانيه 900 جرام اسباشيل كيس,اسبشيال,19395.0,349.0,9241.4598,15288.3541,10153.5402,4106.6459,15,52.3513,21.1737,calibrated,True
2026-02,421,برجر ابو هاشم 1 ك طبق,ابوهاشم,19167.2,165.0,15094.1615,17953.0404,4073.0385,1214.1596,10,21.25,6.3346,calibrated,True
2026-02,406,سجق اسبيشيال عائلى طبق,اسبشيال,17504.5,290.0,8441.121,13574.8382,9063.379,3929.6618,3,51.7774,22.4494,calibrated,True
2026-02,8,كفته 350 جم ابو هاشم طبق,ابوهاشم,10843.0,276.0,10678.106,12464.1983,164.894,-1621.1983,19,1.5207,-14.9516,calibrated,True
2026-02,405,سجق اسبيشيال صغير طبق,اسبشيال,9277.86,255.0,3769.9915,5671.6035,5507.8685,3606.2565,3,59.3657,38.8695,calibrated,True
2026-02,33,كيلو مفروم هندى كيلو,ابوهاشم,7750.0,38.0,4289.9466,6265.9515,3460.0534,1484.0485,10,44.6459,19.149,calibrated,True
2026-02,292,عجينه سجق 5 كيلو الهنا طبق,الهنا,5000.0,25.0,3689.4363,5286.8896,1310.5637,-286.8896,1,26.2113,-5.7378,calibrated,True
2026-02,80,برجر 1200 جم طبق,ابوهاشم,3120.0,24.0,2620.4593,3155.0883,499.5407,-35.0883,1,16.0109,-1.1246,calibrated,True
2026-03,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,ابوهاشم,541298.8,1562.0,504452.2273,582264.7401,36846.5727,-40965.9401,33,6.8071,-7.5681,calibrated,True
2026-03,101,كفته الهنا 800 جرام طبق,الهنا,475232.64,9816.0,286301.2531,437096.5116,188931.3869,38136.1284,72,39.7556,8.0247,calibrated,True
2026-03,102,كفته الهنا 350 طبق,الهنا,279375.99,12855.0,200998.3517,261540.0885,78377.6383,17835.9015,71,28.0545,6.3842,calibrated,True
2026-03,402,كفته اسبيشيال عائلى طبق,اسبشيال,255172.31,4732.0,189255.417,258851.4255,65916.893,-3679.1155,25,25.8323,-1.4418,calibrated,True
2026-03,120,برجر الهنا 900 جرام طبق,الهنا,254795.64,4896.0,161438.4363,240520.2431,93357.2037,14275.3969,42,36.64,5.6027,calibrated,True
2026-03,346,بانيه 800 جرام طبق,الهنا,205470.0,3994.0,101617.2778,169016.665,103852.7222,36453.335,36,50.544,17.7414,calibrated,True
2026-03,404,برجر اسبشيال عائلى طبق,اسبشيال,191825.49,3268.0,115783.7521,177211.0948,76041.7379,14614.3952,27,39.6411,7.6186,calibrated,True
2026-03,104,برجر الهنا 400 جرام طبق,الهنا,145089.43,5625.0,90622.5548,133094.08,54466.8752,11995.35,44,37.5402,8.2676,calibrated,True
2026-03,108,سجق الهنا 350 طبق,الهنا,128805.75,4800.0,71132.6159,109943.0545,57673.1341,18862.6955,28,44.7753,14.6443,calibrated,True
2026-03,99,سجق الهنا 800 جرام طبق,الهنا,89083.86,1644.0,47054.193,75882.2074,42029.667,13201.6526,13,47.1799,14.8194,calibrated,True
2026-03,257,سجق الهنا 5 كيلو طبق,الهنا,56140.0,185.0,28572.4538,49087.4795,27567.5462,7052.5205,18,49.105,12.5624,calibrated,True
2026-03,1,مفروم صافى 400 جم طبق,ابوهاشم,54296.0,623.0,26827.2834,39698.1406,27468.7166,14597.8594,16,50.5907,26.8857,calibrated,True
2026-03,420,برجر الهنا 800 جرام طبق,الهنا,52060.8,1212.0,36544.2527,51627.7188,15516.5473,433.0812,12,29.8047,0.8319,calibrated,True
2026-03,399,كفته اسبيشيال صغير طبق,اسبشيال,51923.87,2058.0,38361.9017,50356.5414,13561.9683,1567.3286,22,26.1189,3.0185,calibrated,True
2026-03,398,بانيه 900 جرام اسباشيل كيس,اسبشيال,49280.0,881.0,24414.4452,40816.6741,24865.5548,8463.3259,9,50.4577,17.174,calibrated,True
2026-03,2,كبده اسكندرانى 400 طبق,ابوهاشم,45317.4,622.0,21113.7494,31679.7187,24203.6506,13637.6813,15,53.4092,30.0937,calibrated,True
2026-03,114,كفته ابو هاشم 800 طبق,ابوهاشم,45270.5,502.0,43625.9251,50536.1854,1644.5749,-5265.6854,16,3.6328,-11.6316,calibrated,True
2026-03,403,برجر اسبشيال صغير طبق,اسبشيال,43779.37,1578.0,27450.6601,39154.8889,16328.7099,4624.4811,18,37.2977,10.5632,calibrated,True
2026-03,107,سجق 800 ابو هاشم طبق,ابوهاشم,42590.0,454.0,41075.6932,48532.2048,1514.3068,-5942.2048,20,3.5555,-13.9521,calibrated,True
2026-03,80,برجر 1200 جم طبق,ابوهاشم,37440.0,288.0,32908.9836,39802.7055,4531.0164,-2362.7055,1,12.1021,-6.3106,calibrated,True
2026-03,255,برجر ابو هاشم جامبو 1.5 كيلو طبق,ابوهاشم,35979.4,212.0,29879.7059,35892.1357,6099.6941,87.2643,7,16.9533,0.2425,calibrated,True
2026-03,405,سجق اسبيشيال صغير طبق,اسبشيال,27630.4,783.0,12114.8421,18389.1162,15515.5579,9241.2838,9,56.1539,33.4461,calibrated,True
2026-03,406,سجق اسبيشيال عائلى طبق,اسبشيال,13821.72,240.0,7310.8718,11876.1284,6510.8482,1945.5916,2,47.1059,14.0763,calibrated,True
2026-03,292,عجينه سجق 5 كيلو الهنا طبق,الهنا,13800.0,60.0,9266.7418,13386.3831,4533.2582,413.6169,2,32.8497,2.9972,calibrated,True
2026-03,7,سجق 350 جم ابو هاشم طبق,ابوهاشم,13304.5,300.0,12535.7411,14707.6328,768.7589,-1403.1328,14,5.7782,-10.5463,calibrated,True
2026-03,33,كيلو مفروم هندى كيلو,ابوهاشم,12345.0,53.5,6320.8847,9310.2446,6024.1153,3034.7554,17,48.798,24.5829,calibrated,True
2026-03,8,كفته 350 جم ابو هاشم طبق,ابوهاشم,12051.0,295.0,11944.3621,13995.6983,106.6379,-1944.6983,14,0.8849,-16.1372,calibrated,True
2026-03,421,برجر ابو هاشم 1 ك طبق,ابوهاشم,11513.9,102.0,9765.1972,11664.228,1748.7028,-150.328,7,15.1878,-1.3056,calibrated,True
2026-04,101,كفته الهنا 800 جرام طبق,الهنا,709482.69,13116.0,410431.4284,679957.27,299051.2616,29525.42,75,42.1506,4.1615,calibrated,False
2026-04,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,ابوهاشم,562277.0,1501.0,520080.0664,620101.9363,42196.9336,-57824.9363,46,7.5047,-10.2841,calibrated,False
2026-04,120,برجر الهنا 900 جرام طبق,الهنا,502324.94,8892.0,314568.6866,506692.1887,187756.2534,-4367.2487,59,37.3775,-0.8694,calibrated,False
2026-04,402,كفته اسبيشيال عائلى طبق,اسبشيال,301261.55,4766.0,204506.9742,298271.7028,96754.5758,2989.8472,28,32.1165,0.9924,calibrated,False
2026-04,102,كفته الهنا 350 طبق,الهنا,285869.76,12736.0,213650.5264,293885.1301,72219.2336,-8015.3701,81,25.263,-2.8039,calibrated,False
2026-04,404,برجر اسبشيال عائلى طبق,اسبشيال,246585.28,3963.0,150639.944,250283.5921,95945.336,-3698.3121,48,38.9096,-1.4998,calibrated,False
2026-04,346,بانيه 800 جرام طبق,الهنا,220044.0,4092.0,111698.0581,204067.7253,108345.9419,15976.2747,19,49.2383,7.2605,calibrated,False
2026-04,104,برجر الهنا 400 جرام طبق,الهنا,200792.3,7171.0,123949.2774,196376.3479,76843.0226,4415.9521,62,38.2699,2.1993,calibrated,False
2026-04,398,بانيه 900 جرام اسباشيل كيس,اسبشيال,166562.0,2875.0,85478.9742,157078.5873,81083.0258,9483.4127,23,48.6804,5.6936,calibrated,False
2026-04,399,كفته اسبيشيال صغير طبق,اسبشيال,156996.01,5751.0,115013.4492,159849.8836,41982.5608,-2853.8736,35,26.7412,-1.8178,calibrated,False
2026-04,257,سجق الهنا 5 كيلو طبق,الهنا,155795.0,427.0,70754.5199,134093.9392,85040.4801,21701.0608,29,54.5849,13.9292,calibrated,False
2026-04,108,سجق الهنا 350 طبق,الهنا,133636.18,4381.0,69654.8398,117038.263,63981.3402,16597.917,35,47.8773,12.4202,calibrated,False
2026-04,403,برجر اسبشيال صغير طبق,اسبشيال,113035.02,3800.0,70921.8233,108623.8996,42113.1967,4411.1204,38,37.2568,3.9024,calibrated,False
2026-04,99,سجق الهنا 800 جرام طبق,الهنا,109101.12,1776.0,54536.8412,96195.1605,54564.2788,12905.9595,17,50.0126,11.8294,calibrated,False
2026-04,406,سجق اسبيشيال عائلى طبق,اسبشيال,70923.6,1152.0,37649.6468,66962.109,33273.9532,3961.491,7,46.9152,5.5856,calibrated,False
2026-04,2,كبده اسكندرانى 400 طبق,ابوهاشم,69690.0,926.0,33723.7971,54765.2542,35966.2029,14924.7458,27,51.6088,21.4159,calibrated,False
2026-04,420,برجر الهنا 800 جرام طبق,الهنا,55375.8,1116.0,36101.9917,54680.4039,19273.8083,695.3961,10,34.8055,1.2558,calibrated,False
2026-04,1,مفروم صافى 400 جم طبق,ابوهاشم,54708.0,566.0,26149.0301,41790.6497,28558.9699,12917.3503,14,52.2025,23.6114,calibrated,False
2026-04,405,سجق اسبيشيال صغير طبق,اسبشيال,47064.45,1473.0,24451.7104,40240.5546,22612.7396,6823.8954,15,48.0463,14.499,calibrated,False
2026-04,80,برجر 1200 جم طبق,ابوهاشم,35491.5,240.0,29422.7814,37107.3303,6068.7186,-1615.8303,2,17.0991,-4.5527,calibrated,False
2026-04,114,كفته ابو هاشم 800 طبق,ابوهاشم,31474.7,305.0,28437.4908,34053.611,3037.2092,-2578.911,14,9.6497,-8.1936,calibrated,False
2026-04,107,سجق 800 ابو هاشم طبق,ابوهاشم,26896.6,245.0,23781.8499,29164.4461,3114.7501,-2267.8461,16,11.5805,-8.4317,calibrated,False
2026-04,255,برجر ابو هاشم جامبو 1.5 كيلو طبق,ابوهاشم,22527.5,128.0,19355.3455,24211.2484,3172.1545,-1683.7484,13,14.0813,-7.4742,calibrated,False
2026-04,421,برجر ابو هاشم 1 ك طبق,ابوهاشم,12226.8,104.0,10682.298,13272.3652,1544.502,-1045.5652,8,12.6321,-8.5514,calibrated,False
2026-04,292,عجينه سجق 5 كيلو الهنا طبق,الهنا,11500.0,50.0,8285.0726,12877.3068,3214.9274,-1377.3068,3,27.9559,-11.9766,calibrated,False
2026-04,7,سجق 350 جم ابو هاشم طبق,ابوهاشم,10235.8,196.0,8786.8929,10684.9918,1448.9071,-449.1918,11,14.1553,-4.3884,calibrated,False
2026-04,8,كفته 350 جم ابو هاشم طبق,ابوهاشم,8938.8,182.0,7906.1097,9599.0127,1032.6903,-660.2127,10,11.5529,-7.3859,calibrated,False
2026-04,33,كيلو مفروم هندى كيلو,ابوهاشم,8346.0,33.0,4183.0064,6649.5241,4162.9936,1696.4759,7,49.8801,20.3268,calibrated,False
2026-05,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,ابوهاشم,805805.0,2151.0,540854.7882,640701.0634,264950.2118,165103.9366,45,32.8802,20.4893,calibrated,False
2026-05,101,كفته الهنا 800 جرام طبق,الهنا,389980.2,7416.0,168406.8197,274563.1518,221573.3803,115417.0482,60,56.8166,29.5956,calibrated,False
2026-05,346,بانيه 800 جرام طبق,الهنا,293508.9,5079.0,100609.4935,180473.1421,192899.4065,113035.7579,38,65.7218,38.5119,calibrated,False
2026-05,120,برجر الهنا 900 جرام طبق,الهنا,280988.4,4776.0,122611.4717,194493.8668,158376.9283,86494.5332,49,56.3642,30.7822,calibrated,False
2026-05,402,كفته اسبيشيال عائلى طبق,اسبشيال,267976.8,4142.0,128977.7902,185741.7571,138999.0098,82235.0429,30,51.8698,30.6874,calibrated,False
2026-05,404,برجر اسبشيال عائلى طبق,اسبشيال,220672.08,3314.0,91415.3928,149459.1119,129256.6872,71212.9681,34,58.5741,32.2709,calibrated,False
2026-05,102,كفته الهنا 350 طبق,الهنا,201787.2,9136.0,111218.6861,151311.0748,90568.5139,50476.1252,62,44.8832,25.0145,calibrated,False
2026-05,104,برجر الهنا 400 جرام طبق,الهنا,190204.5,6646.0,83363.3898,130121.6899,106841.1102,60082.8101,42,56.1717,31.5885,calibrated,False
2026-05,108,سجق الهنا 350 طبق,الهنا,181602.0,5941.0,68546.9837,113306.9667,113055.0163,68295.0333,33,62.2543,37.607,calibrated,False
2026-05,257,سجق الهنا 5 كيلو طبق,الهنا,166595.0,458.0,55073.483,102398.2911,111521.517,64196.7089,43,66.9417,38.5346,calibrated,False
2026-05,398,بانيه 900 جرام اسباشيل كيس,اسبشيال,146128.0,2350.0,50703.7484,91471.6042,95424.2516,54656.3958,24,65.3018,37.4031,calibrated,False
2026-05,99,سجق الهنا 800 جرام طبق,الهنا,111397.08,1801.0,40133.911,69561.1608,71263.169,41835.9192,18,63.9722,37.5557,calibrated,False
2026-05,399,كفته اسبيشيال صغير طبق,اسبشيال,94211.0,3490.0,50650.2321,69603.7708,43560.7679,24607.2292,31,46.2375,26.1193,calibrated,False
2026-05,2,كبده اسكندرانى 400 طبق,ابوهاشم,78873.0,1034.0,27327.303,43694.0566,51545.697,35178.9434,21,65.3528,44.602,calibrated,False
2026-05,80,برجر 1200 جم طبق,ابوهاشم,74488.5,495.0,44038.086,55078.6056,30450.414,19409.8944,3,40.8793,26.0576,calibrated,False
2026-05,435,عجينة بقرى 5 ك,ابوهاشم,72056.0,163.0,25885.7763,44655.5169,46170.2237,27400.4831,10,64.0755,38.0267,calibrated,False
2026-05,107,سجق 800 ابو هاشم طبق,ابوهاشم,61014.6,535.0,37686.3506,45873.9518,23328.2494,15140.6482,20,38.2339,24.8148,calibrated,False
2026-05,1,مفروم صافى 400 جم طبق,ابوهاشم,58120.2,600.0,20115.9782,31666.2903,38004.2218,26453.9097,18,65.389,45.5159,calibrated,False
2026-05,403,برجر اسبشيال صغير طبق,اسبشيال,54108.0,1833.0,24826.1579,37494.5447,29281.8421,16613.4553,27,54.1174,30.7042,calibrated,False
2026-05,114,كفته ابو هاشم 800 طبق,ابوهاشم,54001.97,521.0,35251.6874,41934.3796,18750.2826,12067.5904,18,34.7215,22.3466,calibrated,False
2026-05,255,برجر ابو هاشم جامبو 1.5 كيلو طبق,ابوهاشم,53595.0,300.0,32920.238,40848.1434,20674.762,12746.8566,15,38.5759,23.7837,calibrated,False
2026-05,406,سجق اسبيشيال عائلى طبق,اسبشيال,48837.6,685.0,16246.1235,28387.4901,32591.4765,20450.1099,7,66.7344,41.8737,calibrated,False
2026-05,405,سجق اسبيشيال صغير طبق,اسبشيال,42763.5,1293.0,15575.9941,25230.3499,27187.5059,17533.1501,14,63.5764,41.0003,calibrated,False
2026-05,421,برجر ابو هاشم 1 ك طبق,ابوهاشم,24137.2,203.0,15131.3661,18653.0543,9005.8339,5484.1457,13,37.311,22.7207,calibrated,False
2026-05,7,سجق 350 جم ابو هاشم طبق,ابوهاشم,22752.7,424.0,13794.1794,16654.4414,8958.5206,6098.2586,19,39.3734,26.8024,calibrated,False
2026-05,420,برجر الهنا 800 جرام طبق,الهنا,19910.4,432.0,10141.483,15151.1092,9768.917,4759.2908,5,49.0644,23.9035,calibrated,False
2026-05,292,عجينه سجق 5 كيلو الهنا طبق,الهنا,18400.0,80.0,9619.8224,14738.0688,8780.1776,3661.9312,3,47.7184,19.9018,calibrated,False
2026-05,8,كفته 350 جم ابو هاشم طبق,ابوهاشم,15371.8,306.0,9646.3636,11629.074,5725.4364,3742.726,14,37.2464,24.348,calibrated,False
2026-05,33,كيلو مفروم هندى كيلو,ابوهاشم,7678.0,28.5,2621.6228,4105.4807,5056.3772,3572.5193,7,65.8554,46.5293,calibrated,False
2026-06,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,ابوهاشم,582697.1165,1607.0,453945.6814,565403.5093,128751.4351,17293.6072,41,22.0958,2.9679,measured,False
2026-06,101,كفته الهنا 800 جرام طبق,الهنا,470335.9104,8784.0,224093.8944,411970.0873,246242.016,58365.8231,63,52.3545,12.4094,measured,False
2026-06,120,برجر الهنا 900 جرام طبق,الهنا,371157.5765,6540.0,188621.9712,335697.0908,182535.6053,35460.4857,45,49.1801,9.554,measured,False
2026-06,402,كفته اسبيشيال عائلى طبق,اسبشيال,250155.6961,4294.0,150215.4562,238143.6039,99940.2399,12012.0922,47,39.9512,4.8018,measured,False
2026-06,404,برجر اسبشيال عائلى طبق,اسبشيال,241951.6323,3738.0,115838.751,213662.7168,126112.8813,28288.9155,60,52.1232,11.692,measured,False
2026-06,346,بانيه 800 جرام طبق,الهنا,188144.5809,3412.0,75930.7197,156095.4245,112213.8612,32049.1564,47,59.6424,17.0343,measured,False
2026-06,102,كفته الهنا 350 طبق,الهنا,168947.5759,8670.0,118573.7378,175423.4382,50373.8381,-6475.8623,62,29.8163,-3.8331,measured,False
2026-06,398,بانيه 900 جرام اسباشيل كيس,اسبشيال,150153.0482,2500.0,60598.2325,125400.9557,89554.8157,24752.0925,29,59.6424,16.4846,measured,False
2026-06,439,استربس الهنا 800 جرام,الهنا,135545.8321,935.0,54703.1044,98404.9206,80842.7277,37140.9115,26,59.6424,27.401,measured,False
2026-06,104,برجر الهنا 400 جرام طبق,الهنا,128338.9734,4635.0,65314.9368,114039.8817,63024.0366,14299.0917,39,49.1075,11.1417,measured,False
2026-06,257,سجق الهنا 5 كيلو طبق,الهنا,128178.3695,358.0,48362.399,103634.968,79815.9705,24543.4015,33,62.2695,19.1478,measured,False
2026-06,108,سجق الهنا 350 طبق,الهنا,99917.8859,3375.0,43747.2056,81740.5372,56170.6803,18177.3487,24,56.2168,18.1923,measured,False
2026-06,403,برجر اسبشيال صغير طبق,اسبشيال,93302.3592,3287.0,50014.3346,83958.2391,43288.0246,9344.1201,33,46.3954,10.0149,measured,False
2026-06,399,كفته اسبيشيال صغير طبق,اسبشيال,90710.6184,3529.0,57538.0864,86174.5761,33172.532,4536.0423,37,36.5696,5.0006,measured,False
2026-06,435,عجينة بقرى 5 ك,ابوهاشم,73384.378,166.0,29616.2059,58177.7705,43768.1721,15206.6075,20,59.6424,20.7219,measured,False
2026-06,1,مفروم صافى 400 جم طبق,ابوهاشم,60383.2011,647.0,24369.2369,42979.392,36013.9642,17403.8091,16,59.6424,28.8223,measured,False
2026-06,441,استربس اسبشيال 900 جرام,اسبشيال,59558.8967,374.0,24036.5675,43330.5947,35522.3292,16228.302,19,59.6424,27.2475,measured,False
2026-06,2,كبده اسكندرانى 400 طبق,ابوهاشم,58634.9404,797.0,23663.6808,42513.3428,34971.2596,16121.5976,26,59.6424,27.4949,measured,False
2026-06,80,برجر 1200 جم طبق,ابوهاشم,57220.9487,395.0,39479.1756,52643.0779,17741.7731,4577.8708,3,31.0057,8.0003,measured,False
2026-06,99,سجق الهنا 800 جرام طبق,الهنا,56258.583,937.0,23457.6826,46333.6145,32800.9004,9924.9685,12,58.3038,17.6417,measured,False
2026-06,255,برجر ابو هاشم جامبو 1.5 كيلو طبق,ابوهاشم,43953.2273,252.0,31066.3332,41016.7434,12886.8941,2936.4839,14,29.3196,6.6809,measured,False
2026-06,107,سجق 800 ابو هاشم طبق,ابوهاشم,39033.7167,353.0,27935.2622,36007.2564,11098.4545,3026.4603,12,28.433,7.7535,measured,False
2026-06,405,سجق اسبيشيال صغير طبق,اسبشيال,38090.7008,1218.0,16483.6081,30072.2265,21607.0927,8018.4743,17,56.7254,21.051,measured,False
2026-06,406,سجق اسبيشيال عائلى طبق,اسبشيال,31500.0387,456.0,12149.8738,24226.485,19350.1649,7273.5537,4,61.429,23.0906,measured,False
2026-06,420,برجر الهنا 800 جرام طبق,الهنا,26486.8746,588.0,15507.5357,25695.8456,10979.3389,791.029,8,41.452,2.9865,measured,False
2026-06,421,برجر ابو هاشم 1 ك طبق,ابوهاشم,25602.0051,219.0,18338.9286,24015.7107,7263.0765,1586.2944,10,28.3692,6.196,measured,False
2026-06,114,كفته ابو هاشم 800 طبق,ابوهاشم,23939.2709,242.0,18395.2331,23033.2502,5544.0378,906.0207,15,23.1588,3.7847,measured,False
2026-06,292,عجينه سجق 5 كيلو الهنا طبق,الهنا,16244.215,73.0,9861.6065,16840.0297,6382.6085,-595.8147,4,39.2916,-3.6679,measured,False
2026-06,7,سجق 350 جم ابو هاشم طبق,ابوهاشم,9136.5244,181.0,6615.4034,8439.8106,2521.121,696.7138,9,27.5939,7.6256,measured,False
2026-06,33,كيلو مفروم هندى كيلو,ابوهاشم,8834.1827,34.5,3565.268,6249.1895,5268.9147,2584.9932,11,59.6424,29.2613,measured,False
2026-06,8,كفته 350 جم ابو هاشم طبق,ابوهاشم,6876.5564,142.0,5028.9612,6403.7293,1847.5952,472.8271,6,26.868,6.8759,measured,False
2026-06,447,استربس الهنا 900 جرام,الهنا,6748.2668,45.0,2723.4415,4936.7703,4024.8253,1811.4965,7,59.6424,26.8439,measured,False
2026-06,440,استربس الهنا 1 كيلو,الهنا,348.2976,3.0,140.5647,265.2913,207.7329,83.0063,1,59.6424,23.832,measured,False
2026-07,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,ابوهاشم,905565.0,2420.0,720067.505,834763.7302,185497.495,70801.2698,52,20.4842,7.8185,calibrated,False
2026-07,101,كفته الهنا 800 جرام طبق,الهنا,625456.4,12073.0,324431.2891,500886.1738,301025.1109,124570.2262,67,48.1289,19.9167,calibrated,False
2026-07,402,كفته اسبيشيال عائلى طبق,اسبشيال,350617.8,5828.0,214754.3446,296304.4427,135863.4554,54313.3573,53,38.7497,15.4908,calibrated,False
2026-07,120,برجر الهنا 900 جرام طبق,الهنا,340662.0,5988.0,181914.0141,273934.0321,158747.9859,66727.9679,45,46.5999,19.5877,calibrated,False
2026-07,404,برجر اسبشيال عائلى طبق,اسبشيال,302349.0,4734.0,154529.9476,239188.9765,147819.0524,63160.0235,57,48.8902,20.8898,calibrated,False
