level,series_id,month,forecast_base,forecast_conservative,forecast_optimistic,ci95_lower,ci95_upper
company_total,TOTAL,2026-07,4010700.6346145296,3072476.2963374704,4948924.972891589,3072476.2963374704,4948924.972891589
company_total,TOTAL,2026-08,4097307.7362710596,2770458.15253112,5424157.320010999,2770458.15253112,5424157.320010999
company_total,TOTAL,2026-09,4183914.8379275897,2558862.6151340343,5808967.060721145,2558862.6151340343,5808967.060721145
company_total,TOTAL,2026-10,4270521.939584119,2394073.263030001,6146970.6161382375,2394073.263030001,6146970.6161382375
company_total,TOTAL,2026-11,4357129.041240649,2259195.642708387,6455062.439772911,2259195.642708387,6455062.439772911
company_total,TOTAL,2026-12,4443736.142897179,2145565.2498579887,6741907.0359363705,2145565.2498579887,6741907.0359363705
company_total,TOTAL,2027-01,4530343.244553709,2048034.9714844725,7012651.517622946,2048034.9714844725,7012651.517622946
