month,item_code,item_name,asp
2026-04,2,كبده اسكندرانى 400,75.25917926565874
2026-04,20,كيلو اسكندرانى,190.0
2026-04,255,برجر ابو هاشم جامبو 1.5 كيلو,175.99609375
2026-04,257,سجق الهنا 5 كيلو,364.85948477751754
2026-04,258,كبده 3 كيلو كيس 3,470.0
2026-04,262,بانيه 900 جرام,59.53
2026-04,292,عجينه سجق 5 كيلو الهنا,230.0
2026-04,316,موزه,310.0
2026-04,33,كيلو مفروم هندى,252.9090909090909
2026-04,346,بانيه 800 جرام,53.774193548387096
2026-04,388,عجينة كفته الهنا خام,80.0
2026-04,397,بانيه 800 جرام اسباشيل,53.5
2026-04,398,بانيه 900 جرام اسباشيل,57.93460869565217
2026-04,399,كفته اسبيشيال صغير,27.29890627716919
2026-04,402,كفته اسبيشيال عائلى,63.21056441460344
2026-04,403,برجر اسبشيال صغير,29.74605789473684
2026-04,404,برجر اسبشيال عائلى,62.22187231895029
2026-04,405,سجق اسبيشيال صغير,31.95142566191446
2026-04,406,سجق اسبيشيال عائلى,61.565625000000004
2026-04,420,برجر الهنا 800 جرام,49.619892473118284
2026-04,421,برجر ابو هاشم 1 ك,117.5653846153846
2026-04,422,بانيه 700 جرام,50.5
2026-04,423,سجق اسبشيال 5 ك,400.0
2026-04,432,بفتيك 600 جرام,180.0
2026-04,433,عجينة بقرى 1 ك,0.0
2026-04,6,برجر 400 جم ابو هاشم,48.38181818181818
2026-04,7,سجق 350 جم ابو هاشم,52.223469387755095
2026-04,71,طبق ممبار,35.72
2026-04,8,كفته 350 جم ابو هاشم,49.11428571428571
2026-04,80,برجر 1200 جم,147.88125
2026-04,96,عرض مصنعات,600.0
2026-04,99,سجق الهنا 800 جرام,61.43081081081081
2026-05,1,مفروم صافى 400 جم,96.86699999999999
2026-05,10,مفروم صويا 400 جم,75.0
2026-05,101,كفته الهنا 800 جرام,52.58632686084142
2026-05,102,كفته الهنا 350,22.087040280210157
2026-05,104,برجر الهنا 400 جرام,28.61939512488715
2026-05,107,سجق 800 ابو هاشم,114.04598130841121
2026-05,108,سجق الهنا 350,30.56758121528362
2026-05,11,شاورما 400 جم,106.0
2026-05,114,كفته ابو هاشم 800,103.6506142034549
2026-05,120,برجر الهنا 900 جرام,58.83341708542714
2026-05,13,سجق شرقى 3 ك ابو هاشم كيس 3,374.6187819618782
2026-05,14,تشكيله هندى امامى,300.0
2026-05,2,كبده اسكندرانى 400,76.27949709864603
2026-05,255,برجر ابو هاشم جامبو 1.5 كيلو,178.65
2026-05,257,سجق الهنا 5 كيلو,363.74454148471614
2026-05,258,كبده 3 كيلو كيس 3,566.3636363636364
2026-05,292,عجينه سجق 5 كيلو الهنا,230.0
2026-05,33,كيلو مفروم هندى,269.4035087719298
2026-05,346,بانيه 800 جرام,57.78871825162433
2026-05,359,ام اكس,900.0
2026-05,370,مفروم فراخ A,60.0
2026-05,398,بانيه 900 جرام اسباشيل,62.18212765957447
2026-05,399,كفته اسبيشيال صغير,26.994555873925503
2026-05,402,كفته اسبيشيال عائلى,64.69744084983101
2026-05,403,برجر اسبشيال صغير,29.518821603927986
2026-05,404,برجر اسبشيال عائلى,66.58783343391673
2026-05,405,سجق اسبيشيال صغير,33.07308584686775
2026-05,406,سجق اسبيشيال عائلى,71.29576642335766
2026-05,420,برجر الهنا 800 جرام,46.088888888888896
2026-05,421,برجر ابو هاشم 1 ك,118.9024630541872
2026-05,422,بانيه 700 جرام,55.0
2026-05,43,بفتيك 400 جم,99.44827586206897
2026-05,433,عجينة بقرى 1 ك,90.0
2026-05,435,عجينة بقرى 5 ك,442.06134969325154
2026-05,436,عجينة بقرى 500 جرام,0.0
2026-05,7,سجق 350 جم ابو هاشم,53.662028301886785
2026-05,71,طبق ممبار,33.0
2026-05,8,كفته 350 جم ابو هاشم,50.234640522875814
2026-05,80,برجر 1200 جم,150.48181818181817
2026-05,96,عرض مصنعات,40.0
2026-05,99,سجق الهنا 800 جرام,61.8529039422543
2026-06,1,مفروم صافى 400 جم,96.46367851622875
2026-06,101,كفته الهنا 800 جرام,55.34364754098361
2026-06,102,كفته الهنا 350,20.141176470588235
2026-06,104,برجر الهنا 400 جرام,28.619417475728156
2026-06,107,سجق 800 ابو هاشم,114.29235127478752
2026-06,108,سجق الهنا 350,30.6
2026-06,114,كفته ابو هاشم 800,102.24628099173553
2026-06,120,برجر الهنا 900 جرام,58.658715596330275
2026-06,13,سجق شرقى 3 ك ابو هاشم كيس 3,374.78220286247665
2026-06,2,كبده اسكندرانى 400,76.04140526976161
2026-06,255,برجر ابو هاشم جامبو 1.5 كيلو,180.27777777777777
2026-06,257,سجق الهنا 5 كيلو,370.0698324022346
2026-06,292,عجينه سجق 5 كيلو الهنا,230.0
2026-06,33,كيلو مفروم هندى,264.6666666666667
2026-06,346,بانيه 800 جرام,56.9947245017585
2026-06,398,بانيه 900 جرام اسباشيل,62.0792
2026-06,399,كفته اسبيشيال صغير,26.567973930291867
2026-06,402,كفته اسبيشيال عائلى,60.214394503959014
2026-06,403,برجر اسبشيال صغير,29.338971706723456
2026-06,404,برجر اسبشيال عائلى,66.90232744783306
2026-06,405,سجق اسبيشيال صغير,32.323891625615765
2026-06,406,سجق اسبيشيال عائلى,71.39999999999999
2026-06,420,برجر الهنا 800 جرام,46.559183673469384
2026-06,421,برجر ابو هاشم 1 ك,120.83196347031964
2026-06,435,عجينة بقرى 5 ك,456.9277108433735
2026-06,439,استربس الهنا 800 جرام,149.83957219251337
2026-06,440,استربس الهنا 1 كيلو,120.0
2026-06,441,استريس اسبشيال 900 جرام,164.59893048128342
2026-06,447,استربس الهنا 900 جرام,155.0
2026-06,7,سجق 350 جم ابو هاشم,52.17403314917127
2026-06,8,كفته 350 جم ابو هاشم,50.053521126760565
2026-06,80,برجر 1200 جم,149.73037974683544
2026-06,99,سجق الهنا 800 جرام,62.05848452508004
