invoice_no,line_no,item_code,item_name,unit,qty,unit_price_field,pct1,pct2,line_total,source_file
b0476,3,346,بانيه 800 جرام,طبق,1,55.00,0.00,0.0000,55.00000,فواتير المبيعات من 112025 الى 3152026.md
B0477,1,101,كفته الهنا 800 جرام,طبق,36,56.00,0.00,13.00,1753.92,فواتير المبيعات من 112025 الى 3152026.md
B0477,2,346,بانيه 800 جرام,طبق,60,50.00,0.00,0.00,3000,فواتير المبيعات من 112025 الى 3152026.md
B0477,3,257,سجق الهنا 5 كيلو,طبق,1,300.00,0.00,0.00,300,فواتير المبيعات من 112025 الى 3152026.md
B0478,1,120,برجر الهنا 900 جرام,طبق,12,58.50,0.00,13.00,610.74,فواتير المبيعات من 112025 الى 3152026.md
B0478,2,257,سجق الهنا 5 كيلو,طبق,1,300.00,0.00,0.00,300,فواتير المبيعات من 112025 الى 3152026.md
B0479,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,36,320.00,0.00,0.00,11520,فواتير المبيعات من 112025 الى 3152026.md
B0480,1,398,بانيه 900 جرام اسباشيل,كيس,10,55.00,0.00,0.00,550,فواتير المبيعات من 112025 الى 3152026.md
B0480,2,397,بانيه 800 جرام اسباشيل,كيس,1,50.00,0.00,0.00,50,فواتير المبيعات من 112025 الى 3152026.md
B0481,1,114,كفته ابو هاشم 800,طبق,1,90.00,0.00,0.00,90,فواتير المبيعات من 112025 الى 3152026.md
B0481,2,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,2,150.00,0.00,0.00,300,فواتير المبيعات من 112025 الى 3152026.md
B0482,1,346,بانيه 800 جرام,طبق,12,52.00,0.00,0.00,624,فواتير المبيعات من 112025 الى 3152026.md
B0482,2,257,سجق الهنا 5 كيلو,طبق,1,300.00,0.00,0.00,300,فواتير المبيعات من 112025 الى 3152026.md
B0483,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,152,320.00,0.00,0.00,48640,فواتير المبيعات من 112025 الى 3152026.md
B0483,2,108,سجق الهنا 350,طبق,225,30.00,0.00,17.00,5602.5,فواتير المبيعات من 112025 الى 3152026.md
B0483,3,399,كفته اسبيشيال صغير,طبق,375,27.50,0.00,17.00,8559.37,فواتير المبيعات من 112025 الى 3152026.md
B0483,4,403,برجر اسبشيال صغير,طبق,150,30.00,0.00,17.00,3735,فواتير المبيعات من 112025 الى 3152026.md
B0483,5,402,كفته اسبيشيال عائلى,طبق,120,63.75,0.00,17.00,6349.5,فواتير المبيعات من 112025 الى 3152026.md
B0483,6,404,برجر اسبشيال عائلى,طبق,60,68.75,0.00,17.00,3423.75,فواتير المبيعات من 112025 الى 3152026.md
B0484,1,101,كفته الهنا 800 جرام,طبق,12,56.00,0.00,13.00,584.64,فواتير المبيعات من 112025 الى 3152026.md
B0484,2,346,بانيه 800 جرام,طبق,36,50.00,0.00,0.00,1800,فواتير المبيعات من 112025 الى 3152026.md
B0485,1,101,كفته الهنا 800 جرام,طبق,12,56.00,0.00,10.00,604.8,فواتير المبيعات من 112025 الى 3152026.md
B0485,2,398,بانيه 900 جرام اسباشيل,كيس,10,55.00,0.00,0.00,550,فواتير المبيعات من 112025 الى 3152026.md
b0486,1,421,برجر ابو هاشم 1 ك,طبق,2,110.00,0.00,0.0000,220.00000,فواتير المبيعات من 112025 الى 3152026.md
b0486,2,114,كفته ابو هاشم 800,طبق,1,90.00,0.00,0.0000,90.00000,فواتير المبيعات من 112025 الى 3152026.md
b0486,3,120,برجر الهنا 900 جرام,طبق,1,55.00,0.00,0.0000,55.00000,فواتير المبيعات من 112025 الى 3152026.md
b0486,4,101,كفته الهنا 800 جرام,طبق,1,55.00,0.00,0.0000,55.00000,فواتير المبيعات من 112025 الى 3152026.md
B0487,1,1,مفروم صافى 400 جم,طبق,1,80.00,0.00,0.00,80,فواتير المبيعات من 112025 الى 3152026.md
B0487,2,20,كيلو اسكندرانى,طبق,0.5,170.00,0.00,0.00,85,فواتير المبيعات من 112025 الى 3152026.md
B0487,3,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,1,300.00,0.00,0.00,300,فواتير المبيعات من 112025 الى 3152026.md
B0487,4,114,كفته ابو هاشم 800,طبق,1,90.00,0.00,0.00,90,فواتير المبيعات من 112025 الى 3152026.md
B0487,5,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,2,150.00,0.00,0.00,300,فواتير المبيعات من 112025 الى 3152026.md
B0487,6,2,كبده اسكندرانى 400,طبق,1,70.00,0.00,0.00,70,فواتير المبيعات من 112025 الى 3152026.md
B0488,1,20,كيلو اسكندرانى,طبق,0.5,170.00,0.00,0.00,85,فواتير المبيعات من 112025 الى 3152026.md
b0490,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,8,320.00,0.00,0.00,2560,فواتير المبيعات من 112025 الى 3152026.md
b0491,1,101,كفته الهنا 800 جرام,طبق,72,56.00,0.00,17.00,3346.56,فواتير المبيعات من 112025 الى 3152026.md
b0491,2,120,برجر الهنا 900 جرام,طبق,60,58.50,0.00,17.00,2913.3,فواتير المبيعات من 112025 الى 3152026.md
b0491,3,102,كفته الهنا 350,طبق,120,27.50,0.00,17.00,2739,فواتير المبيعات من 112025 الى 3152026.md
b0491,4,108,سجق الهنا 350,طبق,75,30.00,0.00,17.00,1867.5,فواتير المبيعات من 112025 الى 3152026.md
b0491,5,104,برجر الهنا 400 جرام,طبق,15,28.50,0.00,17.00,354.82,فواتير المبيعات من 112025 الى 3152026.md
b0492,1,120,برجر الهنا 900 جرام,طبق,24,58.50,0.00,15.00,1193.4,فواتير المبيعات من 112025 الى 3152026.md
b0492,2,101,كفته الهنا 800 جرام,طبق,24,56.00,0.00,15.00,1142.4,فواتير المبيعات من 112025 الى 3152026.md
b0492,3,108,سجق الهنا 350,طبق,75,30.00,0.00,15.00,1912.5,فواتير المبيعات من 112025 الى 3152026.md
b0492,4,257,سجق الهنا 5 كيلو,طبق,5,300.00,0.00,0.00,1500,فواتير المبيعات من 112025 الى 3152026.md
b0493,1,101,كفته الهنا 800 جرام,طبق,60,56.00,0.00,17.00,2788.8,فواتير المبيعات من 112025 الى 3152026.md
b0494,1,120,برجر الهنا 900 جرام,طبق,12,58.50,0.00,13.00,610.74,فواتير المبيعات من 112025 الى 3152026.md
b0494,2,257,سجق الهنا 5 كيلو,طبق,1,300.00,0.00,0.00,300,فواتير المبيعات من 112025 الى 3152026.md
b0495,1,398,بانيه 900 جرام اسباشيل,كيس,10,55.00,0.00,0.00,550,فواتير المبيعات من 112025 الى 3152026.md
b0496,1,102,كفته الهنا 350,طبق,15,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
B0497,1,101,كفته الهنا 800 جرام,طبق,24,56.00,0.00,15.000,1142.40000,فواتير المبيعات من 112025 الى 3152026.md
B0497,2,102,كفته الهنا 350,طبق,15,27.50,0.00,15.000,350.62000,فواتير المبيعات من 112025 الى 3152026.md
B0497,3,104,برجر الهنا 400 جرام,طبق,15,28.50,0.00,15.000,363.37000,فواتير المبيعات من 112025 الى 3152026.md
B0497,4,120,برجر الهنا 900 جرام,طبق,12,58.50,0.00,15.000,596.70000,فواتير المبيعات من 112025 الى 3152026.md
B0497,5,108,سجق الهنا 350,طبق,15,30.00,0.00,15.000,382.50000,فواتير المبيعات من 112025 الى 3152026.md
B0497,6,346,بانيه 800 جرام,طبق,12,50.00,0.00,0.0000,600.00000,فواتير المبيعات من 112025 الى 3152026.md
B0498,1,101,كفته الهنا 800 جرام,طبق,12,56.00,0.00,10.00,604.8,فواتير المبيعات من 112025 الى 3152026.md
B0498,2,398,بانيه 900 جرام اسباشيل,كيس,20,55.00,0.00,0.00,1100,فواتير المبيعات من 112025 الى 3152026.md
B0499,1,101,كفته الهنا 800 جرام,طبق,60,56.00,0.00,13.00,2923.2,فواتير المبيعات من 112025 الى 3152026.md
B0499,2,346,بانيه 800 جرام,طبق,48,50.00,0.00,0.00,2400,فواتير المبيعات من 112025 الى 3152026.md
B0500,1,346,بانيه 800 جرام,طبق,24,50.00,0.00,0.00,1200,فواتير المبيعات من 112025 الى 3152026.md
b0501,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,4,320.00,0.00,0.00,1280,فواتير المبيعات من 112025 الى 3152026.md
b0502,1,107,سجق 800 ابو هاشم,طبق,15,65.00,0.00,0.0000,975.00,فواتير المبيعات من 112025 الى 3152026.md
B0503,1,1,مفروم صافى 400 جم,طبق,20,73.00,0.00,0.0000,1460.00,فواتير المبيعات من 112025 الى 3152026.md
B0503,2,2,كبده اسكندرانى 400,طبق,20,64.80,0.00,0.0000,1296.00000,فواتير المبيعات من 112025 الى 3152026.md
B0503,3,7,سجق 350 جم ابو هاشم,طبق,10,31.00,0.00,0.0000,310.00000,فواتير المبيعات من 112025 الى 3152026.md
B0503,4,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,2,100.00,0.00,0.0000,200.00,فواتير المبيعات من 112025 الى 3152026.md
B0503,5,421,برجر ابو هاشم 1 ك,طبق,3,70.00,0.00,0.0000,210.00000,فواتير المبيعات من 112025 الى 3152026.md
b0504,1,99,سجق الهنا 800 جرام,طبق,180,61.00,0.00,17.00,9113.4,فواتير المبيعات من 112025 الى 3152026.md
b0504,2,120,برجر الهنا 900 جرام,طبق,180,58.50,0.00,17.00,8739.9,فواتير المبيعات من 112025 الى 3152026.md
b0504,3,101,كفته الهنا 800 جرام,طبق,240,56.00,0.00,17.00,11155.2,فواتير المبيعات من 112025 الى 3152026.md
b0504,4,257,سجق الهنا 5 كيلو,طبق,10,300.00,0.00,0.00,3000,فواتير المبيعات من 112025 الى 3152026.md
b0504,5,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,60,320.00,0.00,0.00,19200,فواتير المبيعات من 112025 الى 3152026.md
b0504,6,10,مفروم صويا 400 جم,طبق,439,65.00,0.00,0.00,28535,فواتير المبيعات من 112025 الى 3152026.md
b0504,7,346,بانيه 800 جرام,طبق,240,52.00,0.00,0.00,12480,فواتير المبيعات من 112025 الى 3152026.md
b0505,1,107,سجق 800 ابو هاشم,طبق,1,90.00,0.00,0.00,90,فواتير المبيعات من 112025 الى 3152026.md
b0506,1,108,سجق الهنا 350,طبق,225,30.00,0.00,17.00,5602.5,فواتير المبيعات من 112025 الى 3152026.md
b0506,2,101,كفته الهنا 800 جرام,طبق,120,56.00,0.00,17.00,5577.6,فواتير المبيعات من 112025 الى 3152026.md
b0506,3,104,برجر الهنا 400 جرام,طبق,225,28.50,0.00,17.00,5322.37,فواتير المبيعات من 112025 الى 3152026.md
b0506,4,120,برجر الهنا 900 جرام,طبق,60,58.50,0.00,17.00,2913.3,فواتير المبيعات من 112025 الى 3152026.md
b0506,5,8,كفته 350 جم ابو هاشم,طبق,40,40.00,0.00,0.00,1600,فواتير المبيعات من 112025 الى 3152026.md
b0506,6,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,12,320.00,0.00,0.00,3840,فواتير المبيعات من 112025 الى 3152026.md
b0506,7,346,بانيه 800 جرام,طبق,240,52.00,0.00,0.00,12480,فواتير المبيعات من 112025 الى 3152026.md
b0506,8,398,بانيه 900 جرام اسباشيل,كيس,300,57.00,0.00,0.00,17100,فواتير المبيعات من 112025 الى 3152026.md
b0507,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,1,240.00,0.00,0.00,240,فواتير المبيعات من 112025 الى 3152026.md
b0507,2,33,كيلو مفروم هندى,كيلو,3,210.00,0.00,0.00,630,فواتير المبيعات من 112025 الى 3152026.md
b0508,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,40,320.00,0.00,0.00,12800,فواتير المبيعات من 112025 الى 3152026.md
b0509,1,33,كيلو مفروم هندى,كيلو,6,210.00,0.00,0.00,1260,فواتير المبيعات من 112025 الى 3152026.md
b0509,2,107,سجق 800 ابو هاشم,طبق,10,65.00,0.00,0.00,650,فواتير المبيعات من 112025 الى 3152026.md
b0509,3,2,كبده اسكندرانى 400,طبق,20,64.80,0.00,0.00,1296,فواتير المبيعات من 112025 الى 3152026.md
b0510,1,120,برجر الهنا 900 جرام,طبق,24,58.50,0.00,15.00,1193.4,فواتير المبيعات من 112025 الى 3152026.md
b0510,2,346,بانيه 800 جرام,طبق,24,52.00,0.00,0.00,1248,فواتير المبيعات من 112025 الى 3152026.md
b0510,3,257,سجق الهنا 5 كيلو,طبق,2,300.00,0.00,0.00,600,فواتير المبيعات من 112025 الى 3152026.md
B0511,1,104,برجر الهنا 400 جرام,طبق,75,28.50,0.00,17.00,1774.12,فواتير المبيعات من 112025 الى 3152026.md
B0511,2,102,كفته الهنا 350,طبق,75,27.50,0.00,17.00,1711.87,فواتير المبيعات من 112025 الى 3152026.md
B0511,3,120,برجر الهنا 900 جرام,طبق,24,58.50,0.00,17.00,1165.32,فواتير المبيعات من 112025 الى 3152026.md
B0512,1,2,كبده اسكندرانى 400,طبق,2,70.00,0.00,0.00,140,فواتير المبيعات من 112025 الى 3152026.md
B0513,1,104,برجر الهنا 400 جرام,طبق,60,28.50,0.00,15.00,1453.5,فواتير المبيعات من 112025 الى 3152026.md
B0513,2,108,سجق الهنا 350,طبق,15,30.00,0.00,15.00,382.5,فواتير المبيعات من 112025 الى 3152026.md
B0513,3,102,كفته الهنا 350,طبق,15,27.50,0.00,15.00,350.62,فواتير المبيعات من 112025 الى 3152026.md
B0514,1,101,كفته الهنا 800 جرام,طبق,600,56.00,0.00,15.00,28560,فواتير المبيعات من 112025 الى 3152026.md
B0514,2,102,كفته الهنا 350,طبق,45,27.50,0.00,15.00,1051.87,فواتير المبيعات من 112025 الى 3152026.md
B0514,3,104,برجر الهنا 400 جرام,طبق,45,28.50,0.00,15.00,1090.12,فواتير المبيعات من 112025 الى 3152026.md
B0514,4,120,برجر الهنا 900 جرام,طبق,36,58.50,0.00,15.00,1790.1,فواتير المبيعات من 112025 الى 3152026.md
B0515,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,2,240.00,0.00,0.00,480,فواتير المبيعات من 112025 الى 3152026.md
B0516,1,102,كفته الهنا 350,طبق,150,27.50,0.00,17.00,3423.75,فواتير المبيعات من 112025 الى 3152026.md
B0516,2,104,برجر الهنا 400 جرام,طبق,150,28.50,0.00,17.00,3548.25,فواتير المبيعات من 112025 الى 3152026.md
B0517,1,2,كبده اسكندرانى 400,طبق,20,73.00,0.00,0.00,1460,فواتير المبيعات من 112025 الى 3152026.md
B0517,2,80,برجر 1200 جم,طبق,132,130.00,0.00,0.00,17160,فواتير المبيعات من 112025 الى 3152026.md
B0517,3,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,63,170.00,0.00,0.00,10710,فواتير المبيعات من 112025 الى 3152026.md
B0517,4,114,كفته ابو هاشم 800,طبق,16,90.00,0.00,0.00,1440,فواتير المبيعات من 112025 الى 3152026.md
B0517,5,107,سجق 800 ابو هاشم,طبق,64,95.00,0.00,0.00,6080,فواتير المبيعات من 112025 الى 3152026.md
B0517,6,7,سجق 350 جم ابو هاشم,طبق,20,45.00,0.00,0.00,900,فواتير المبيعات من 112025 الى 3152026.md
B0518,1,1,مفروم صافى 400 جم,طبق,20,80.00,0.00,0.00,1600,فواتير المبيعات من 112025 الى 3152026.md
B0518,2,2,كبده اسكندرانى 400,طبق,20,73.00,0.00,0.00,1460,فواتير المبيعات من 112025 الى 3152026.md
B0518,3,7,سجق 350 جم ابو هاشم,طبق,20,45.00,0.00,0.00,900,فواتير المبيعات من 112025 الى 3152026.md
B0518,4,8,كفته 350 جم ابو هاشم,طبق,20,40.00,0.00,0.00,800,فواتير المبيعات من 112025 الى 3152026.md
B0518,5,107,سجق 800 ابو هاشم,طبق,16,95.00,0.00,0.00,1520,فواتير المبيعات من 112025 الى 3152026.md
B0518,6,114,كفته ابو هاشم 800,طبق,16,90.00,0.00,0.00,1440,فواتير المبيعات من 112025 الى 3152026.md
B0518,7,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,9,170.00,0.00,0.00,1530,فواتير المبيعات من 112025 الى 3152026.md
B0518,8,421,برجر ابو هاشم 1 ك,طبق,12,110.00,0.00,0.00,1320,فواتير المبيعات من 112025 الى 3152026.md
B0519,1,120,برجر الهنا 900 جرام,طبق,36,58.50,0.00,15.00,1790.1,فواتير المبيعات من 112025 الى 3152026.md
B0519,2,104,برجر الهنا 400 جرام,طبق,45,28.50,0.00,15.00,1090.12,فواتير المبيعات من 112025 الى 3152026.md
B0519,3,101,كفته الهنا 800 جرام,طبق,12,56.00,0.00,15.00,571.2,فواتير المبيعات من 112025 الى 3152026.md
B0520,1,1,مفروم صافى 400 جم,طبق,80,80.00,0.00,0.00,6400,فواتير المبيعات من 112025 الى 3152026.md
B0520,2,2,كبده اسكندرانى 400,طبق,68,73.00,0.00,0.00,4964,فواتير المبيعات من 112025 الى 3152026.md
B0520,3,114,كفته ابو هاشم 800,طبق,3,90.00,0.00,0.00,270,فواتير المبيعات من 112025 الى 3152026.md
B0521,1,1,مفروم صافى 400 جم,طبق,40,80.00,0.00,0.00,3200,فواتير المبيعات من 112025 الى 3152026.md
B0521,2,2,كبده اسكندرانى 400,طبق,40,73.00,0.00,0.00,2920,فواتير المبيعات من 112025 الى 3152026.md
B0521,3,7,سجق 350 جم ابو هاشم,طبق,10,45.00,0.00,0.00,450,فواتير المبيعات من 112025 الى 3152026.md
B0521,4,8,كفته 350 جم ابو هاشم,طبق,10,40.00,0.00,0.00,400,فواتير المبيعات من 112025 الى 3152026.md
B0521,5,114,كفته ابو هاشم 800,طبق,10,90.00,0.00,0.00,900,فواتير المبيعات من 112025 الى 3152026.md
B0521,6,107,سجق 800 ابو هاشم,طبق,9,95.00,0.00,0.00,855,فواتير المبيعات من 112025 الى 3152026.md
B0522,1,1,مفروم صافى 400 جم,طبق,20,80.00,0.00,0.00,1600,فواتير المبيعات من 112025 الى 3152026.md
B0522,2,7,سجق 350 جم ابو هاشم,طبق,10,45.00,0.00,0.00,450,فواتير المبيعات من 112025 الى 3152026.md
B0523,1,7,سجق 350 جم ابو هاشم,طبق,5,31.00,0.00,0.00,155,فواتير المبيعات من 112025 الى 3152026.md
B0524,1,107,سجق 800 ابو هاشم,طبق,1,90.00,0.00,0.00,90,فواتير المبيعات من 112025 الى 3152026.md
B0524,2,2,كبده اسكندرانى 400,طبق,2,70.00,0.00,0.00,140,فواتير المبيعات من 112025 الى 3152026.md
b0525,1,403,برجر اسبشيال صغير,طبق,45,30.00,0.00,17.00,1120.5,فواتير المبيعات من 112025 الى 3152026.md
b0525,2,399,كفته اسبيشيال صغير,طبق,45,27.50,0.00,17.00,1027.12,فواتير المبيعات من 112025 الى 3152026.md
b0526,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,32,320.00,0.00,0.00,10240,فواتير المبيعات من 112025 الى 3152026.md
B0527,1,1,مفروم صافى 400 جم,طبق,30,73.00,0.00,0.0000,2190.00,فواتير المبيعات من 112025 الى 3152026.md
B0527,2,2,كبده اسكندرانى 400,طبق,20,64.80,0.00,0.0000,1296.00000,فواتير المبيعات من 112025 الى 3152026.md
B0527,3,7,سجق 350 جم ابو هاشم,طبق,10,31.00,0.00,0.0000,310.00000,فواتير المبيعات من 112025 الى 3152026.md
B0527,4,107,سجق 800 ابو هاشم,طبق,10,65.00,0.00,0.0000,650.00000,فواتير المبيعات من 112025 الى 3152026.md
B0527,5,114,كفته ابو هاشم 800,طبق,10,65.00,0.00,0.0000,650.00000,فواتير المبيعات من 112025 الى 3152026.md
B0527,6,8,كفته 350 جم ابو هاشم,طبق,15,31.00,0.00,0.0000,465.00000,فواتير المبيعات من 112025 الى 3152026.md
b0528,1,1,مفروم صافى 400 جم,طبق,1,80.00,0.00,0.00,80,فواتير المبيعات من 112025 الى 3152026.md
b0528,2,2,كبده اسكندرانى 400,طبق,1,70.00,0.00,0.00,70,فواتير المبيعات من 112025 الى 3152026.md
b0528,3,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,2,300.00,0.00,0.00,600,فواتير المبيعات من 112025 الى 3152026.md
B0529,1,1,مفروم صافى 400 جم,طبق,32,80.00,0.00,0.00,2560,فواتير المبيعات من 112025 الى 3152026.md
B0529,2,2,كبده اسكندرانى 400,طبق,10,73.00,0.00,0.00,730,فواتير المبيعات من 112025 الى 3152026.md
B0529,3,107,سجق 800 ابو هاشم,طبق,10,95.00,0.00,0.00,950,فواتير المبيعات من 112025 الى 3152026.md
B0529,4,7,سجق 350 جم ابو هاشم,طبق,20,45.00,0.00,0.00,900,فواتير المبيعات من 112025 الى 3152026.md
B0530,1,2,كبده اسكندرانى 400,طبق,3,70.00,0.00,0.0000,210.00000,فواتير المبيعات من 112025 الى 3152026.md
B0530,2,107,سجق 800 ابو هاشم,طبق,1,90.00,0.00,0.0000,90.00000,فواتير المبيعات من 112025 الى 3152026.md
B0531,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,40,320.00,0.00,0.00,12800,فواتير المبيعات من 112025 الى 3152026.md
B0532,1,1,مفروم صافى 400 جم,طبق,20,73.00,0.00,0.00,1460,فواتير المبيعات من 112025 الى 3152026.md
B0532,2,2,كبده اسكندرانى 400,طبق,15,64.80,0.00,0.00,972,فواتير المبيعات من 112025 الى 3152026.md
B0532,3,107,سجق 800 ابو هاشم,طبق,10,65.00,0.00,0.00,650,فواتير المبيعات من 112025 الى 3152026.md
b0533,1,104,برجر الهنا 400 جرام,طبق,60,28.50,0.00,15.00,1453.5,فواتير المبيعات من 112025 الى 3152026.md
b0533,2,102,كفته الهنا 350,طبق,45,27.50,0.00,15.00,1051.87,فواتير المبيعات من 112025 الى 3152026.md
b0533,3,108,سجق الهنا 350,طبق,15,30.00,0.00,15.00,382.5,فواتير المبيعات من 112025 الى 3152026.md
b0533,4,346,بانيه 800 جرام,طبق,12,52.00,0.00,0.00,624,فواتير المبيعات من 112025 الى 3152026.md
b0533,5,257,سجق الهنا 5 كيلو,طبق,3,300.00,0.00,0.00,900,فواتير المبيعات من 112025 الى 3152026.md
b0534,1,1,مفروم صافى 400 جم,طبق,40,80.00,0.00,0.00,3200,فواتير المبيعات من 112025 الى 3152026.md
b0534,2,2,كبده اسكندرانى 400,طبق,20,73.00,0.00,0.00,1460,فواتير المبيعات من 112025 الى 3152026.md
b0535,1,114,كفته ابو هاشم 800,طبق,10,90.00,0.00,0.00,900,فواتير المبيعات من 112025 الى 3152026.md
b0535,2,421,برجر ابو هاشم 1 ك,طبق,5,110.00,0.00,0.00,550,فواتير المبيعات من 112025 الى 3152026.md
b0535,3,8,كفته 350 جم ابو هاشم,طبق,5,40.00,0.00,0.00,200,فواتير المبيعات من 112025 الى 3152026.md
b0535,4,7,سجق 350 جم ابو هاشم,طبق,5,45.00,0.00,0.00,225,فواتير المبيعات من 112025 الى 3152026.md
b0535,5,1,مفروم صافى 400 جم,طبق,10,80.00,0.00,0.00,800,فواتير المبيعات من 112025 الى 3152026.md
b0535,6,2,كبده اسكندرانى 400,طبق,10,73.00,0.00,0.00,730,فواتير المبيعات من 112025 الى 3152026.md
b0535,7,107,سجق 800 ابو هاشم,طبق,5,95.00,0.00,0.00,475,فواتير المبيعات من 112025 الى 3152026.md
b0536,1,2,كبده اسكندرانى 400,طبق,40,73.00,0.00,0.00,2920,فواتير المبيعات من 112025 الى 3152026.md
b0536,2,1,مفروم صافى 400 جم,طبق,40,80.00,0.00,0.00,3200,فواتير المبيعات من 112025 الى 3152026.md
b0536,3,114,كفته ابو هاشم 800,طبق,32,90.00,0.00,0.00,2880,فواتير المبيعات من 112025 الى 3152026.md
b0536,4,8,كفته 350 جم ابو هاشم,طبق,20,40.00,0.00,0.00,800,فواتير المبيعات من 112025 الى 3152026.md
b0536,5,7,سجق 350 جم ابو هاشم,طبق,20,45.00,0.00,0.00,900,فواتير المبيعات من 112025 الى 3152026.md
b0537,1,8,كفته 350 جم ابو هاشم,طبق,10,40.00,0.00,0.00,400,فواتير المبيعات من 112025 الى 3152026.md
b0537,2,114,كفته ابو هاشم 800,طبق,5,90.00,0.00,0.00,450,فواتير المبيعات من 112025 الى 3152026.md
b0537,3,421,برجر ابو هاشم 1 ك,طبق,5,110.00,0.00,0.00,550,فواتير المبيعات من 112025 الى 3152026.md
b0538,1,2,كبده اسكندرانى 400,طبق,30,64.80,0.00,0.00,1944,فواتير المبيعات من 112025 الى 3152026.md
b0538,2,1,مفروم صافى 400 جم,طبق,20,73.00,0.00,0.00,1460,فواتير المبيعات من 112025 الى 3152026.md
b0538,3,258,كبده 3 كيلو,كيس 3 كيلو,2,530.00,0.00,0.00,1060,فواتير المبيعات من 112025 الى 3152026.md
b0538,4,33,كيلو مفروم هندى,كيلو,7.5,210.00,0.00,0.00,1575,فواتير المبيعات من 112025 الى 3152026.md
B0539,1,120,برجر الهنا 900 جرام,طبق,60,58.50,0.00,17.00,2913.3,فواتير المبيعات من 112025 الى 3152026.md
B0539,2,104,برجر الهنا 400 جرام,طبق,75,28.50,0.00,17.00,1774.12,فواتير المبيعات من 112025 الى 3152026.md
B0539,3,102,كفته الهنا 350,طبق,75,27.50,0.00,17.00,1711.87,فواتير المبيعات من 112025 الى 3152026.md
B0539,4,101,كفته الهنا 800 جرام,طبق,60,56.00,0.00,17.00,2788.8,فواتير المبيعات من 112025 الى 3152026.md
b0540,1,346,بانيه 800 جرام,طبق,120,52.00,0.00,0.0000,6240.00000,فواتير المبيعات من 112025 الى 3152026.md
b0541,1,346,بانيه 800 جرام,طبق,120,52.00,0.00,0.00,6240,فواتير المبيعات من 112025 الى 3152026.md
b0541,2,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,9,170.00,0.00,0.00,1530,فواتير المبيعات من 112025 الى 3152026.md
b0542,1,7,سجق 350 جم ابو هاشم,طبق,40,45.00,0.00,0.00,1800,فواتير المبيعات من 112025 الى 3152026.md
b0542,2,107,سجق 800 ابو هاشم,طبق,128,95.00,0.00,0.00,12160,فواتير المبيعات من 112025 الى 3152026.md
b0542,3,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,40,320.00,0.00,0.00,12800,فواتير المبيعات من 112025 الى 3152026.md
b0542,4,8,كفته 350 جم ابو هاشم,طبق,20,40.00,0.00,0.00,800,فواتير المبيعات من 112025 الى 3152026.md
b0542,5,114,كفته ابو هاشم 800,طبق,128,90.00,0.00,0.00,11520,فواتير المبيعات من 112025 الى 3152026.md
b0542,6,44,برجر ابو هاشم 600 جرام,طبق,20,65.00,0.00,0.00,1300,فواتير المبيعات من 112025 الى 3152026.md
b0542,7,80,برجر 1200 جم,طبق,118,130.00,0.00,0.00,15340,فواتير المبيعات من 112025 الى 3152026.md
b0542,8,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,72,170.00,0.00,0.00,12240,فواتير المبيعات من 112025 الى 3152026.md
b0543,1,258,كبده 3 كيلو,كيس 3 كيلو,10,540.00,0.00,0.00,5400,فواتير المبيعات من 112025 الى 3152026.md
b0543,2,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,10,320.00,0.00,0.00,3200,فواتير المبيعات من 112025 الى 3152026.md
b0544,1,108,سجق الهنا 350,طبق,150,30.00,0.00,15.00,3825,فواتير المبيعات من 112025 الى 3152026.md
b0544,2,101,كفته الهنا 800 جرام,طبق,360,56.00,0.00,15.00,17136,فواتير المبيعات من 112025 الى 3152026.md
b0544,3,102,كفته الهنا 350,طبق,150,27.50,0.00,15.00,3506.25,فواتير المبيعات من 112025 الى 3152026.md
b0544,4,120,برجر الهنا 900 جرام,طبق,240,58.50,0.00,15.00,11934,فواتير المبيعات من 112025 الى 3152026.md
b0544,5,257,سجق الهنا 5 كيلو,طبق,5,300.00,0.00,0.00,1500,فواتير المبيعات من 112025 الى 3152026.md
