invoice_no,line_no,item_code,item_name,unit,qty,unit_price_field,pct1,pct2,line_total,source_file
A265,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,40,310.00,0.00,0,12400,فواتير المبيعات من 112025 الى 3152026.md
A73,1,102,كفته الهنا 350,طبق,600,27.50,0.00,15,14025.0,فواتير المبيعات من 112025 الى 3152026.md
A73,2,104,برجر الهنا 400 جرام,طبق,600,28.50,0.00,15,14535.00,فواتير المبيعات من 112025 الى 3152026.md
A73,3,108,سجق الهنا 350,طبق,600,30.00,0.00,15,15300.00,فواتير المبيعات من 112025 الى 3152026.md
b1760,1,102,كفته الهنا 350,طبق,75,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
10000,1,102,كفته الهنا 350,طبق,300,27.50,0.00,17,6847.50,فواتير المبيعات من 112025 الى 3152026.md
10000,2,104,برجر الهنا 400 جرام,طبق,105,28.50,0.00,17,2483.78,فواتير المبيعات من 112025 الى 3152026.md
10000,3,101,كفته الهنا 800 جرام,طبق,120,56.00,0.00,17,5577.60,فواتير المبيعات من 112025 الى 3152026.md
10000,4,120,برجر الهنا 900 جرام,طبق,156,58.50,0.00,17,7574.58,فواتير المبيعات من 112025 الى 3152026.md
11010,1,102,كفته الهنا 350,طبق,45,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
11020,1,102,كفته الهنا 350,طبق,45,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
11030,1,379,بكرة لزق شفاف,طبق,1,25.00,0.00,0,25,فواتير المبيعات من 112025 الى 3152026.md
11040,1,10,مفروم صويا 400 جم,طبق,160,55.00,0.00,0,8800,فواتير المبيعات من 112025 الى 3152026.md
11040,2,108,سجق الهنا 350,طبق,450,30.00,0.00,25,10125.00,فواتير المبيعات من 112025 الى 3152026.md
11040,3,102,كفته الهنا 350,طبق,750,27.50,0.00,25,15468.75,فواتير المبيعات من 112025 الى 3152026.md
11040,4,104,برجر الهنا 400 جرام,طبق,450,28.50,0.00,25,9618.75,فواتير المبيعات من 112025 الى 3152026.md
11060,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,50,310.00,0.00,0,15500,فواتير المبيعات من 112025 الى 3152026.md
11070,1,6,برجر 400 جم ابو هاشم,طبق,10,31.00,0.00,0,310,فواتير المبيعات من 112025 الى 3152026.md
11070,2,1,مفروم صافى 400 جم,طبق,14,65.00,0.00,0,910,فواتير المبيعات من 112025 الى 3152026.md
11080,1,102,كفته الهنا 350,طبق,75,27.50,0.00,17.00,1711.88,فواتير المبيعات من 112025 الى 3152026.md
11080,2,104,برجر الهنا 400 جرام,طبق,75,28.50,0.00,17.00,1774.12,فواتير المبيعات من 112025 الى 3152026.md
11080,3,120,برجر الهنا 900 جرام,طبق,12,58.50,0.00,17.00,582.66,فواتير المبيعات من 112025 الى 3152026.md
11080,4,101,كفته الهنا 800 جرام,طبق,12,56.00,0.00,17.00,557.76,فواتير المبيعات من 112025 الى 3152026.md
11080,5,108,سجق الهنا 350,طبق,15,30.00,0.00,17,373.5,فواتير المبيعات من 112025 الى 3152026.md
11110,1,102,كفته الهنا 350,طبق,15,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
11130,1,101,كفته الهنا 800 جرام,طبق,144,56.00,0.00,17,6693.12,فواتير المبيعات من 112025 الى 3152026.md
11130,2,120,برجر الهنا 900 جرام,طبق,300,58.50,0.00,17,14566.50,فواتير المبيعات من 112025 الى 3152026.md
11130,3,99,سجق الهنا 800 جرام,طبق,396,61.00,0.00,17,20049.48,فواتير المبيعات من 112025 الى 3152026.md
11140,1,101,كفته الهنا 800 جرام,طبق,96,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
11150,1,104,برجر الهنا 400 جرام,طبق,450,28.50,0.00,17,10644.75,فواتير المبيعات من 112025 الى 3152026.md
11150,2,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,16,320.00,0.00,0,5120,فواتير المبيعات من 112025 الى 3152026.md
11150,3,7,سجق 350 جم ابو هاشم,طبق,100,45.00,0.00,0,4500,فواتير المبيعات من 112025 الى 3152026.md
11150,4,6,برجر 400 جم ابو هاشم,طبق,100,45.00,0.00,0,4500,فواتير المبيعات من 112025 الى 3152026.md
11150,5,8,كفته 350 جم ابو هاشم,طبق,100,40.00,0.00,0,4000,فواتير المبيعات من 112025 الى 3152026.md
11150,6,107,سجق 800 ابو هاشم,طبق,80,95.00,0.00,0,7600,فواتير المبيعات من 112025 الى 3152026.md
11150,7,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,45,170.00,0.00,0,7650,فواتير المبيعات من 112025 الى 3152026.md
11150,8,109,برجر ابو هاشم 1 ك,طبق,60,95.00,0.00,0,5700,فواتير المبيعات من 112025 الى 3152026.md
11150,9,114,كفته ابو هاشم 800,طبق,80,90.00,0.00,0,7200,فواتير المبيعات من 112025 الى 3152026.md
11160,1,104,برجر الهنا 400 جرام,طبق,30,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
11170,1,2,كبده اسكندرانى 400,طبق,1,70.00,0.00,0,70,فواتير المبيعات من 112025 الى 3152026.md
11180,1,101,كفته الهنا 800 جرام,طبق,12,56.00,0.00,10,604.80,فواتير المبيعات من 112025 الى 3152026.md
11190,1,101,كفته الهنا 800 جرام,طبق,120,56.00,0.00,17,5577.60,فواتير المبيعات من 112025 الى 3152026.md
11190,2,99,سجق الهنا 800 جرام,طبق,36,61.00,0.00,17,1822.68,فواتير المبيعات من 112025 الى 3152026.md
11190,3,108,سجق الهنا 350,طبق,30,30.00,0.00,17,747.00,فواتير المبيعات من 112025 الى 3152026.md
11190,4,120,برجر الهنا 900 جرام,طبق,24,58.50,0.00,17,1165.32,فواتير المبيعات من 112025 الى 3152026.md
11190,5,102,كفته الهنا 350,طبق,120,27.50,0.00,17,2739.0,فواتير المبيعات من 112025 الى 3152026.md
11200,1,101,كفته الهنا 800 جرام,طبق,24,56.00,0.00,15,1142.40,فواتير المبيعات من 112025 الى 3152026.md
11200,2,102,كفته الهنا 350,طبق,30,27.50,0.00,15,701.25,فواتير المبيعات من 112025 الى 3152026.md
11200,3,108,سجق الهنا 350,طبق,30,30.00,0.00,15,765.00,فواتير المبيعات من 112025 الى 3152026.md
11200,4,104,برجر الهنا 400 جرام,طبق,15,28.50,0.00,15,363.38,فواتير المبيعات من 112025 الى 3152026.md
11210,1,346,بانية 800 جرام,طبق,60,50.00,0.00,0,3000,فواتير المبيعات من 112025 الى 3152026.md
11220,1,373,عرض مصنعات الهنا كبير,طبق,50,70.00,0.00,0,3500,فواتير المبيعات من 112025 الى 3152026.md
11230,1,262,بانيه 900 جرام,طبق,12,55.00,0.00,0,660,فواتير المبيعات من 112025 الى 3152026.md
11240,1,33,كيلو مفروم هندى,كيلو,7.5,200.00,0.00,0,1500,فواتير المبيعات من 112025 الى 3152026.md
11240,2,2,كبده اسكندرانى 400,طبق,10,61.00,0.00,0,610,فواتير المبيعات من 112025 الى 3152026.md
11240,3,12,مفروم 3 كيلو,كيس 3 كيلو,3,600.00,0.00,0,1800,فواتير المبيعات من 112025 الى 3152026.md
11240,4,114,كفته ابو هاشم 800,طبق,6,65.00,0.00,0,390,فواتير المبيعات من 112025 الى 3152026.md
11240,5,7,سجق 350 جم ابو هاشم,طبق,6,31.00,0.00,0,186,فواتير المبيعات من 112025 الى 3152026.md
11240,6,107,سجق 800 ابو هاشم,طبق,6,65.00,0.00,0,390,فواتير المبيعات من 112025 الى 3152026.md
11250,1,33,كيلو مفروم هندى,كيلو,12,200.00,0.00,0,2400,فواتير المبيعات من 112025 الى 3152026.md
11260,1,102,كفته الهنا 350,طبق,15,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9036,1,99,سجق الهنا 800 جرام,طبق,120,50.00,0.00,0,6000,فواتير المبيعات من 112025 الى 3152026.md
9036,2,346,بانية 800 جرام,طبق,120,50.00,0.00,0,6000,فواتير المبيعات من 112025 الى 3152026.md
9037,1,2,كبده اسكندرانى 400,طبق,40,68.00,0.00,0,2720,فواتير المبيعات من 112025 الى 3152026.md
9037,2,107,سجق 800 ابو هاشم,طبق,31,95.00,0.00,0,2945,فواتير المبيعات من 112025 الى 3152026.md
9038,1,1,مفروم صافى 400 جم,طبق,40,80.00,0.00,0,3200,فواتير المبيعات من 112025 الى 3152026.md
9038,2,7,سجق 350 جم ابو هاشم,طبق,40,45.00,0.00,0,1800,فواتير المبيعات من 112025 الى 3152026.md
9038,3,114,كفته ابو هاشم 800,طبق,32,90.00,0.00,0,2880,فواتير المبيعات من 112025 الى 3152026.md
9038,4,8,كفته 350 جم ابو هاشم,طبق,20,40.00,0.00,0,800,فواتير المبيعات من 112025 الى 3152026.md
9038,5,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,3,170.00,0.00,0,510,فواتير المبيعات من 112025 الى 3152026.md
9039,1,101,كفته الهنا 800 جرام,طبق,720,42.00,0.00,0,30240,فواتير المبيعات من 112025 الى 3152026.md
9039,2,120,برجر الهنا 900 جرام,طبق,360,44.00,0.00,0,15840,فواتير المبيعات من 112025 الى 3152026.md
9039,3,104,برجر الهنا 400 جرام,طبق,300,23.67,0.00,0,7101,فواتير المبيعات من 112025 الى 3152026.md
9040,1,10,مفروم صويا 400 جم,طبق,520,55.00,0.00,0.00,28600.00,فواتير المبيعات من 112025 الى 3152026.md
9040,2,104,برجر الهنا 400 جرام,طبق,45,28.50,0.00,25,961.875,فواتير المبيعات من 112025 الى 3152026.md
9040,3,102,كفته الهنا 350,طبق,45,27.50,0.00,25,928.125,فواتير المبيعات من 112025 الى 3152026.md
9040,4,108,سجق الهنا 350,طبق,45,30.00,0.00,25,1012.5,فواتير المبيعات من 112025 الى 3152026.md
9041,1,346,بانية 800 جرام,طبق,180,49.00,0.00,0,8820,فواتير المبيعات من 112025 الى 3152026.md
9041,2,99,سجق الهنا 800 جرام,طبق,144,49.00,0.00,0,7056,فواتير المبيعات من 112025 الى 3152026.md
9041,3,120,برجر الهنا 900 جرام,طبق,144,44.00,0.00,0,6336,فواتير المبيعات من 112025 الى 3152026.md
9041,4,101,كفته الهنا 800 جرام,طبق,120,42.00,0.00,0,5040,فواتير المبيعات من 112025 الى 3152026.md
9043,1,2,كبده اسكندرانى 400,طبق,40,68.00,0.00,0,2720,فواتير المبيعات من 112025 الى 3152026.md
9043,2,1,مفروم صافى 400 جم,طبق,20,80.00,0.00,0,1600,فواتير المبيعات من 112025 الى 3152026.md
9043,3,7,سجق 350 جم ابو هاشم,طبق,20,45.00,0.00,0,900,فواتير المبيعات من 112025 الى 3152026.md
9043,4,8,كفته 350 جم ابو هاشم,طبق,20,40.00,0.00,0,800,فواتير المبيعات من 112025 الى 3152026.md
9043,5,114,كفته ابو هاشم 800,طبق,16,90.00,0.00,0,1440,فواتير المبيعات من 112025 الى 3152026.md
9043,6,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,9,170.00,0.00,0,1530,فواتير المبيعات من 112025 الى 3152026.md
9045,1,101,كفته الهنا 800 جرام,طبق,240,42.00,0.00,0,10080,فواتير المبيعات من 112025 الى 3152026.md
9045,2,120,برجر الهنا 900 جرام,طبق,240,44.00,0.00,0,10560,فواتير المبيعات من 112025 الى 3152026.md
9045,3,99,سجق الهنا 800 جرام,طبق,24,49.00,0.00,0,1176,فواتير المبيعات من 112025 الى 3152026.md
9046,1,101,كفته الهنا 800 جرام,طبق,180,56.00,0.00,15,8568,فواتير المبيعات من 112025 الى 3152026.md
9046,2,102,كفته الهنا 350,طبق,75,27.50,0.00,15,1753.12,فواتير المبيعات من 112025 الى 3152026.md
9046,3,120,برجر الهنا 900 جرام,طبق,120,58.50,0.00,15,5967,فواتير المبيعات من 112025 الى 3152026.md
9046,4,108,سجق الهنا 350,طبق,75,30.00,0.00,15,1912.5,فواتير المبيعات من 112025 الى 3152026.md
9046,5,99,سجق الهنا 800 جرام,طبق,420,61.00,0.00,15,21777,فواتير المبيعات من 112025 الى 3152026.md
9046,6,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,40,320.00,0.00,0,12800,فواتير المبيعات من 112025 الى 3152026.md
9046,7,257,سجق الهنا 5 كيلو,طبق,20,300.00,0.00,0,6000,فواتير المبيعات من 112025 الى 3152026.md
9048,1,101,كفته الهنا 800 جرام,طبق,720,42.00,0.00,0,30240,فواتير المبيعات من 112025 الى 3152026.md
9048,2,120,برجر الهنا 900 جرام,طبق,360,44.00,0.00,0,15840,فواتير المبيعات من 112025 الى 3152026.md
9048,3,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,88,320.00,0.00,0,28160,فواتير المبيعات من 112025 الى 3152026.md
9048,4,257,سجق الهنا 5 كيلو,طبق,60,300.00,0.00,0,18000,فواتير المبيعات من 112025 الى 3152026.md
9049,1,2,كبده اسكندرانى 400,طبق,60,68.00,0.00,0,4080,فواتير المبيعات من 112025 الى 3152026.md
9049,2,1,مفروم صافى 400 جم,طبق,60,80.00,0.00,0,4800,فواتير المبيعات من 112025 الى 3152026.md
9049,3,114,كفته ابو هاشم 800,طبق,16,90.00,0.00,0,1440,فواتير المبيعات من 112025 الى 3152026.md
9049,4,107,سجق 800 ابو هاشم,طبق,16,95.00,0.00,0,1520,فواتير المبيعات من 112025 الى 3152026.md
9049,5,8,كفته 350 جم ابو هاشم,طبق,20,40.00,0.00,0,800,فواتير المبيعات من 112025 الى 3152026.md
9049,6,7,سجق 350 جم ابو هاشم,طبق,20,45.00,0.00,0,900,فواتير المبيعات من 112025 الى 3152026.md
9049,7,6,برجر 400 جم ابو هاشم,طبق,17,45.00,0.00,0,765,فواتير المبيعات من 112025 الى 3152026.md
9049,8,44,برجر ابو هاشم 600 جرام,طبق,22,65.00,0.00,0,1430,فواتير المبيعات من 112025 الى 3152026.md
9049,9,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,8,170.00,0.00,0,1360,فواتير المبيعات من 112025 الى 3152026.md
9050,1,346,بانية 800 جرام,طبق,120,49.00,0.00,0,5880,فواتير المبيعات من 112025 الى 3152026.md
9050,2,99,سجق الهنا 800 جرام,طبق,96,49.00,0.00,0,4704,فواتير المبيعات من 112025 الى 3152026.md
9050,3,101,كفته الهنا 800 جرام,طبق,84,42.00,0.00,0,3528,فواتير المبيعات من 112025 الى 3152026.md
9050,4,120,برجر الهنا 900 جرام,طبق,96,44.00,0.00,0,4224,فواتير المبيعات من 112025 الى 3152026.md
9126,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,6,320.00,0.00,0,1920,فواتير المبيعات من 112025 الى 3152026.md
9127,1,114,كفته ابو هاشم 800,طبق,1,90.00,0.00,0,90,فواتير المبيعات من 112025 الى 3152026.md
9127,2,2,كبده اسكندرانى 400,طبق,2,65.00,0.00,0,130,فواتير المبيعات من 112025 الى 3152026.md
9127,3,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,1,300.00,0.00,0,300,فواتير المبيعات من 112025 الى 3152026.md
9127,4,261,كتف هندى,طبق,5.6,190.00,0.00,0,1064,فواتير المبيعات من 112025 الى 3152026.md
9128,1,102,كفته الهنا 350,طبق,75,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9129,1,101,كفته الهنا 800 جرام,طبق,12,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9130,1,190,صميد,طبق,250,14.50,0.00,0,3625,فواتير المبيعات من 112025 الى 3152026.md
9131,1,7,سجق 350 جم ابو هاشم,طبق,1,40.00,0.00,0,40,فواتير المبيعات من 112025 الى 3152026.md
9131,2,6,برجر 400 جم ابو هاشم,طبق,1,40.00,0.00,0,40,فواتير المبيعات من 112025 الى 3152026.md
9131,3,8,كفته 350 جم ابو هاشم,طبق,1,40.00,0.00,0,40,فواتير المبيعات من 112025 الى 3152026.md
9132,1,101,كفته الهنا 800 جرام,طبق,12,56.00,0.00,10,604.80,فواتير المبيعات من 112025 الى 3152026.md
9133,1,108,سجق الهنا 350,طبق,165,30.00,0.00,15,4207.50,فواتير المبيعات من 112025 الى 3152026.md
9133,2,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,80,320.00,0.00,0,25600,فواتير المبيعات من 112025 الى 3152026.md
9133,3,101,كفته الهنا 800 جرام,طبق,360,56.00,0.00,15,17136.00,فواتير المبيعات من 112025 الى 3152026.md
9133,4,102,كفته الهنا 350,طبق,225,27.50,0.00,15,5259.38,فواتير المبيعات من 112025 الى 3152026.md
9133,5,104,برجر الهنا 400 جرام,طبق,300,28.50,0.00,15,7267.50,فواتير المبيعات من 112025 الى 3152026.md
9134,1,102,كفته الهنا 350,طبق,75,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9135,1,101,كفته الهنا 800 جرام,طبق,12,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9136,1,102,كفته الهنا 350,طبق,75,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9137,1,102,كفته الهنا 350,طبق,15,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9138,1,102,كفته الهنا 350,طبق,15,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9139,1,7,سجق 350 جم ابو هاشم,طبق,10,40.00,0.00,0,400,فواتير المبيعات من 112025 الى 3152026.md
9140,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,72,320.00,0.00,0,23040,فواتير المبيعات من 112025 الى 3152026.md
9140,2,7,سجق 350 جم ابو هاشم,طبق,100,45.00,0.00,0,4500,فواتير المبيعات من 112025 الى 3152026.md
9140,3,2,كبده اسكندرانى 400,طبق,105,71.00,0.00,0,7455,فواتير المبيعات من 112025 الى 3152026.md
9140,4,8,كفته 350 جم ابو هاشم,طبق,80,40.00,0.00,0,3200,فواتير المبيعات من 112025 الى 3152026.md
9140,5,104,برجر الهنا 400 جرام,طبق,105,28.50,0.00,17,2483.78,فواتير المبيعات من 112025 الى 3152026.md
9140,6,120,برجر الهنا 900 جرام,طبق,120,58.50,0.00,17,5826.6,فواتير المبيعات من 112025 الى 3152026.md
9140,7,108,سجق الهنا 350,طبق,180,30.00,0.00,17,4482.00,فواتير المبيعات من 112025 الى 3152026.md
9140,8,102,كفته الهنا 350,طبق,150,27.50,0.00,17,3423.75,فواتير المبيعات من 112025 الى 3152026.md
9140,9,1,مفروم صافى 400 جم,طبق,100,74.00,0.00,0,7400,فواتير المبيعات من 112025 الى 3152026.md
9140,10,258,كبده 3 كيلو,كيس 3 كيلو,66,520.00,0.00,0,34320,فواتير المبيعات من 112025 الى 3152026.md
9142,1,120,برجر الهنا 900 جرام,طبق,840,58.50,0.00,15.00,41769.00,فواتير المبيعات من 112025 الى 3152026.md
9142,2,104,برجر الهنا 400 جرام,طبق,375,28.50,0.00,15.00,9084.38,فواتير المبيعات من 112025 الى 3152026.md
9142,3,101,كفته الهنا 800 جرام,طبق,480,56.00,0.00,15.00,22848.00,فواتير المبيعات من 112025 الى 3152026.md
9142,4,108,سجق الهنا 350,طبق,300,30.00,0.00,15.00,7650.00,فواتير المبيعات من 112025 الى 3152026.md
9142,5,102,كفته الهنا 350,طبق,75,27.50,0.00,15.00,1753.12,فواتير المبيعات من 112025 الى 3152026.md
9142,6,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,16,320.00,0.00,0.00,5120.00,فواتير المبيعات من 112025 الى 3152026.md
9142,7,346,بانية 800 جرام,طبق,588,50.00,0.00,0.00,29400,فواتير المبيعات من 112025 الى 3152026.md
9143,1,102,كفته الهنا 350,طبق,150,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9144,1,102,كفته الهنا 350,طبق,30,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9145,1,101,كفته الهنا 800 جرام,طبق,15,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9146,1,102,كفته الهنا 350,طبق,15,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9147,1,108,سجق الهنا 350,طبق,15,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9148,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,133,320.00,0.00,0,42560,فواتير المبيعات من 112025 الى 3152026.md
9148,2,104,برجر الهنا 400 جرام,طبق,525,28.50,0.00,17,12418.88,فواتير المبيعات من 112025 الى 3152026.md
9148,3,120,برجر الهنا 900 جرام,طبق,120,58.50,0.00,17,5826.60,فواتير المبيعات من 112025 الى 3152026.md
9148,4,102,كفته الهنا 350,طبق,450,27.50,0.00,17,10271.25,فواتير المبيعات من 112025 الى 3152026.md
9148,5,101,كفته الهنا 800 جرام,طبق,360,56.00,0.00,17,16732.80,فواتير المبيعات من 112025 الى 3152026.md
9149,1,102,كفته الهنا 350,طبق,120,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9243,1,120,برجر الهنا 900 جرام,طبق,60,58.50,0.00,15,2983.50,فواتير المبيعات من 112025 الى 3152026.md
9243,2,108,سجق الهنا 350,طبق,45,30.00,0.00,15,1147.5,فواتير المبيعات من 112025 الى 3152026.md
9243,3,346,بانية 800 جرام,طبق,180,50.00,0.00,0,9000,فواتير المبيعات من 112025 الى 3152026.md
9243,4,101,كفته الهنا 800 جرام,طبق,120,56.00,0.00,15,5712.00,فواتير المبيعات من 112025 الى 3152026.md
9243,5,102,كفته الهنا 350,طبق,75,27.50,0.00,15,1753.12,فواتير المبيعات من 112025 الى 3152026.md
9243,6,104,برجر الهنا 400 جرام,طبق,75,28.50,0.00,15,1816.88,فواتير المبيعات من 112025 الى 3152026.md
9244,1,102,كفته الهنا 350,طبق,45,27.50,0.00,15,1051.88,فواتير المبيعات من 112025 الى 3152026.md
9244,2,104,برجر الهنا 400 جرام,طبق,45,28.50,0.00,15,1090.12,فواتير المبيعات من 112025 الى 3152026.md
9244,3,120,برجر الهنا 900 جرام,طبق,24,58.50,0.00,15,1193.40,فواتير المبيعات من 112025 الى 3152026.md
9244,4,101,كفته الهنا 800 جرام,طبق,12,56.00,0.00,15,571.20,فواتير المبيعات من 112025 الى 3152026.md
9245,1,102,كفته الهنا 350,طبق,30,27.50,0.00,15,701.25,فواتير المبيعات من 112025 الى 3152026.md
9246,1,102,كفته الهنا 350,طبق,15,0.00,0.00,0,0,فواتير المبيعات من 112025 الى 3152026.md
9247,1,101,كفته الهنا 800 جرام,طبق,300,56.00,0.00,15,14280,فواتير المبيعات من 112025 الى 3152026.md
9247,2,120,برجر الهنا 900 جرام,طبق,240,58.50,0.00,15,11934,فواتير المبيعات من 112025 الى 3152026.md
9247,3,104,برجر الهنا 400 جرام,طبق,75,28.50,0.00,15,1816.88,فواتير المبيعات من 112025 الى 3152026.md
9247,4,99,سجق الهنا 800 جرام,طبق,300,61.00,0.00,15,15555,فواتير المبيعات من 112025 الى 3152026.md
9247,5,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,20,320.00,0.00,0,6400,فواتير المبيعات من 112025 الى 3152026.md
9247,6,105,سجق الهنا 3 كيلو,طبق,39,192.00,0.00,0,7488,فواتير المبيعات من 112025 الى 3152026.md
9247,7,108,سجق الهنا 350,طبق,75,30.00,0.00,15,1912.5,فواتير المبيعات من 112025 الى 3152026.md
9248,1,102,كفته الهنا 350,طبق,45,27.50,0.00,15,1051.88,فواتير المبيعات من 112025 الى 3152026.md
9248,2,104,برجر الهنا 400 جرام,طبق,45,28.50,0.00,15,1090.12,فواتير المبيعات من 112025 الى 3152026.md
9249,1,120,برجر الهنا 900 جرام,طبق,12,58.50,0.00,15,596.70,فواتير المبيعات من 112025 الى 3152026.md
9249,2,104,برجر الهنا 400 جرام,طبق,15,28.50,0.00,15,363.38,فواتير المبيعات من 112025 الى 3152026.md
9249,3,101,كفته الهنا 800 جرام,طبق,12,56.00,0.00,15,571.20,فواتير المبيعات من 112025 الى 3152026.md
9250,1,120,برجر الهنا 900 جرام,طبق,48,58.50,0.00,15,2386.80,فواتير المبيعات من 112025 الى 3152026.md
9250,2,104,برجر الهنا 400 جرام,طبق,15,28.50,0.00,15,363.38,فواتير المبيعات من 112025 الى 3152026.md
9250,3,102,كفته الهنا 350,طبق,30,27.50,0.00,15,701.25,فواتير المبيعات من 112025 الى 3152026.md
9250,4,101,كفته الهنا 800 جرام,طبق,48,56.00,0.00,15,2284.80,فواتير المبيعات من 112025 الى 3152026.md
9268,1,120,برجر الهنا 900 جرام,طبق,180,58.50,0.00,15,8950.50,فواتير المبيعات من 112025 الى 3152026.md
9268,2,108,سجق الهنا 350,طبق,150,30.00,0.00,15,3825.00,فواتير المبيعات من 112025 الى 3152026.md
9269,1,101,كفته الهنا 800 جرام,طبق,60,56.00,0.00,10,3024.00,فواتير المبيعات من 112025 الى 3152026.md
9269,2,120,برجر الهنا 900 جرام,طبق,60,58.50,0.00,10,3159.0,فواتير المبيعات من 112025 الى 3152026.md
9269,3,99,سجق الهنا 800 جرام,طبق,60,61.00,0.00,10,3294,فواتير المبيعات من 112025 الى 3152026.md
9269,4,346,بانية 800 جرام,طبق,60,52.83,0.00,0,3169.8,فواتير المبيعات من 112025 الى 3152026.md
9270,1,104,برجر الهنا 400 جرام,طبق,45,28.50,0.00,10,1154.25,فواتير المبيعات من 112025 الى 3152026.md
9270,2,102,كفته الهنا 350,طبق,45,27.50,0.00,10,1113.75,فواتير المبيعات من 112025 الى 3152026.md
9270,3,120,برجر الهنا 900 جرام,طبق,12,58.50,0.00,10,631.80,فواتير المبيعات من 112025 الى 3152026.md
9270,4,101,كفته الهنا 800 جرام,طبق,12,56.00,0.00,10,604.80,فواتير المبيعات من 112025 الى 3152026.md
9271,1,1,مفروم صافى 400 جم,طبق,20,80.00,0.00,0,1600,فواتير المبيعات من 112025 الى 3152026.md
9271,2,10,مفروم صويا 400 جم,طبق,20,58.00,0.00,0,1160,فواتير المبيعات من 112025 الى 3152026.md
9271,3,2,كبده اسكندرانى 400,طبق,40,68.00,0.00,0,2720,فواتير المبيعات من 112025 الى 3152026.md
9271,4,346,بانية 800 جرام,طبق,84,50.00,0.00,0,4200,فواتير المبيعات من 112025 الى 3152026.md
9272,1,104,برجر الهنا 400 جرام,طبق,15,28.50,0.00,15,363.38,فواتير المبيعات من 112025 الى 3152026.md
9272,2,102,كفته الهنا 350,طبق,15,27.50,0.00,15,350.62,فواتير المبيعات من 112025 الى 3152026.md
9272,3,101,كفته الهنا 800 جرام,طبق,24,56.00,0.00,15,1142.4,فواتير المبيعات من 112025 الى 3152026.md
9272,4,120,برجر الهنا 900 جرام,طبق,24,58.50,0.00,15,1193.4,فواتير المبيعات من 112025 الى 3152026.md
9272,5,346,بانية 800 جرام,طبق,60,50.00,0.00,0,3000,فواتير المبيعات من 112025 الى 3152026.md
9273,1,120,برجر الهنا 900 جرام,طبق,24,58.50,0.00,15,1193.4,فواتير المبيعات من 112025 الى 3152026.md
9273,2,104,برجر الهنا 400 جرام,طبق,30,28.50,0.00,15,726.75,فواتير المبيعات من 112025 الى 3152026.md
9274,1,346,بانية 800 جرام,طبق,12,50.00,0.00,0,600,فواتير المبيعات من 112025 الى 3152026.md
9275,1,101,كفته الهنا 800 جرام,طبق,12,56.00,0.00,0,672,فواتير المبيعات من 112025 الى 3152026.md
9275,2,102,كفته الهنا 350,طبق,15,27.50,0.00,0,412.5,فواتير المبيعات من 112025 الى 3152026.md
9275,3,1,مفروم صافى 400 جم,طبق,20,80.00,0.00,0,1600,فواتير المبيعات من 112025 الى 3152026.md
9275,4,2,كبده اسكندرانى 400,طبق,20,68.00,0.00,0,1360,فواتير المبيعات من 112025 الى 3152026.md
