invoice_id,source_file,line_seq,item_code,item_name_raw,unit_raw,qty,unit_price,discount_pct,tax_pct,line_total
b1207,main_2025_2026,2,101,كفته الهنا 800 جرام,طبق,480.0,56.0,0.0,15.0,22848.0
b1207,main_2025_2026,3,104,برجر الهنا 400 جرام,طبق,150.0,28.5,0.0,15.0,3633.75
b1207,main_2025_2026,4,120,برجر الهنا 900 جرام,طبق,240.0,58.5,0.0,15.0,11934.0
b1208,main_2025_2026,1,399,كفته اسبيشيال صغير,طبق,75.0,27.5,0.0,17.0,1711.87
b1208,main_2025_2026,2,403,برجر اسبشيال صغير,طبق,75.0,30.0,0.0,17.0,1867.5
b1209,main_2025_2026,1,10,مفروم صويا 400 جم,طبق,168.0,69.0,0.0,0.0,11592.0
b1209,main_2025_2026,2,2,كبده اسكندرانى 400,طبق,120.0,73.0,0.0,0.0,8760.0
b1209,main_2025_2026,3,13,سجق شرقى 3 ك ابو هاشم كيس 3,كيلو,120.0,320.0,0.0,0.0,38400.0
b1209,main_2025_2026,4,257,سجق الهنا 5 كيلو,طبق,10.0,300.0,0.0,0.0,3000.0
b1210,main_2025_2026,1,2,كبده اسكندرانى 400,طبق,40.0,73.0,0.0,0.0,2920.0
b1211,main_2025_2026,1,397,بانيه 800 جرام اسباشيل,كيس,120.0,49.0,0.0,0.0,5880.0
b1211,main_2025_2026,2,99,سجق الهنا 800 جرام,طبق,60.0,49.0,0.0,0.0,2940.0
b1211,main_2025_2026,3,120,برجر الهنا 900 جرام,طبق,60.0,44.0,0.0,0.0,2640.0
b1211,main_2025_2026,4,101,كفته الهنا 800 جرام,طبق,84.0,42.0,0.0,0.0,3528.0
b1212,main_2025_2026,1,120,برجر الهنا 900 جرام,طبق,600.0,58.5,0.0,17.0,29133.0
b1212,main_2025_2026,2,101,كفته الهنا 800 جرام,طبق,516.0,56.0,0.0,17.0,23983.68
b1212,main_2025_2026,3,99,سجق الهنا 800 جرام,طبق,300.0,61.0,0.0,17.0,15189.0
b1212,main_2025_2026,4,102,كفته الهنا 350,طبق,150.0,27.5,0.0,17.0,3423.75
b1212,main_2025_2026,5,104,برجر الهنا 400 جرام,طبق,150.0,28.5,0.0,17.0,3548.25
b1212,main_2025_2026,6,346,بانيه 800 جرام,طبق,600.0,52.0,0.0,0.0,31200.0
b1212,main_2025_2026,7,10,مفروم صويا 400 جم,طبق,349.0,68.0,0.0,0.0,23732.0
b1213,main_2025_2026,1,102,كفته الهنا 350,طبق,2100.0,27.5,0.0,17.0,47932.5
b1213,main_2025_2026,2,104,برجر الهنا 400 جرام,طبق,750.0,28.5,0.0,17.0,17741.25
b1213,main_2025_2026,3,108,سجق الهنا 350,طبق,750.0,30.0,0.0,17.0,18675.0
b1213,main_2025_2026,4,120,برجر الهنا 900 جرام,طبق,180.0,58.5,0.0,17.0,8739.9
b1213,main_2025_2026,5,101,كفته الهنا 800 جرام,طبق,84.0,56.0,0.0,17.0,3904.32
b1213,main_2025_2026,6,99,سجق الهنا 800 جرام,طبق,48.0,61.0,0.0,17.0,2430.24
b1214,main_2025_2026,1,402,كفته اسبيشيال عائلى,طبق,60.0,63.75,0.0,15.0,3251.25
b1214,main_2025_2026,2,404,برجر اسبشيال عائلى,طبق,60.0,68.75,0.0,15.0,3506.25
b1214,main_2025_2026,3,399,كفته اسبيشيال صغير,طبق,30.0,27.5,0.0,15.0,701.25
b1214,main_2025_2026,4,403,برجر اسبشيال صغير,طبق,30.0,30.0,0.0,15.0,765.0
b1214,main_2025_2026,5,398,بانيه 900 جرام اسباشيل,كيس,50.0,57.0,0.0,0.0,2850.0
b1216,main_2025_2026,1,421,برجر ابو هاشم 1 ك,طبق,24.0,110.0,0.0,0.0,2640.0
b1216,main_2025_2026,2,6,برجر 400 جم ابو هاشم,طبق,40.0,45.0,0.0,0.0,1800.0
b1216,main_2025_2026,3,8,كفته 350 جم ابو هاشم,طبق,20.0,40.0,0.0,0.0,800.0
b1216,main_2025_2026,4,346,بانيه 800 جرام,طبق,360.0,52.0,0.0,0.0,18720.0
b1216,main_2025_2026,5,13,سجق شرقى 3 ك ابو هاشم كيس 3,كيلو,60.0,320.0,0.0,0.0,19200.0
b1217,main_2025_2026,1,102,كفته الهنا 350,طبق,240.0,0.0,0.0,0.0,0.0
b1218,main_2025_2026,1,399,كفته اسبيشيال صغير,طبق,150.0,28.5,0.0,15.0,3633.75
b1218,main_2025_2026,2,402,كفته اسبيشيال عائلى,طبق,360.0,63.75,0.0,15.0,19507.5
b1218,main_2025_2026,3,404,برجر اسبشيال عائلى,طبق,120.0,68.75,0.0,15.0,7012.5
b1218,main_2025_2026,4,405,سجق اسبيشيال صغير,طبق,270.0,44.0,0.0,15.0,10098.0
b1218,main_2025_2026,5,397,بانيه 800 جرام اسباشيل,كيس,216.0,52.0,0.0,0.0,11232.0
b1220,main_2025_2026,1,2,كبده اسكندرانى 400,طبق,50.0,73.0,0.0,0.0,3650.0
b1220,main_2025_2026,2,1,مفروم صافى 400 جم,طبق,60.0,100.0,0.0,0.0,6000.0
b1220,main_2025_2026,3,107,سجق 800 ابو هاشم,طبق,16.0,95.0,0.0,0.0,1520.0
b1220,main_2025_2026,4,8,كفته 350 جم ابو هاشم,طبق,20.0,40.0,0.0,0.0,800.0
b1220,main_2025_2026,5,421,برجر ابو هاشم 1 ك,طبق,12.0,110.0,0.0,0.0,1320.0
b1220,main_2025_2026,6,7,سجق 350 جم ابو هاشم,طبق,20.0,45.0,0.0,0.0,900.0
b1221,main_2025_2026,1,346,بانيه 800 جرام,طبق,180.0,49.0,0.0,0.0,8820.0
b1221,main_2025_2026,2,101,كفته الهنا 800 جرام,طبق,96.0,42.0,0.0,0.0,4032.0
b1221,main_2025_2026,3,101,كفته الهنا 800 جرام,طبق,84.0,42.0,0.0,0.0,3528.0
b1221,main_2025_2026,4,120,برجر الهنا 900 جرام,طبق,60.0,44.0,0.0,0.0,2640.0
b1221,main_2025_2026,5,99,سجق الهنا 800 جرام,طبق,60.0,49.0,0.0,0.0,2940.0
b1222,main_2025_2026,1,101,كفته الهنا 800 جرام,طبق,756.0,56.0,0.0,15.0,35985.6
b1222,main_2025_2026,2,102,كفته الهنا 350,طبق,570.0,27.5,0.0,15.0,13323.75
b1222,main_2025_2026,3,104,برجر الهنا 400 جرام,طبق,375.0,28.5,0.0,15.0,9084.37
b1222,main_2025_2026,4,120,برجر الهنا 900 جرام,طبق,600.0,58.5,0.0,15.0,29835.0
b1222,main_2025_2026,5,108,سجق الهنا 350,طبق,375.0,30.0,0.0,15.0,9562.5
b1222,main_2025_2026,6,99,سجق الهنا 800 جرام,طبق,300.0,61.0,0.0,15.0,15555.0
b1223,main_2025_2026,1,101,كفته الهنا 800 جرام,طبق,744.0,64.0,0.0,15.0,40473.6
b1223,main_2025_2026,2,102,كفته الهنا 350,طبق,555.0,33.0,0.0,15.0,15567.75
b1223,main_2025_2026,3,104,برجر الهنا 400 جرام,طبق,375.0,35.0,0.0,15.0,11156.25
b1223,main_2025_2026,4,120,برجر الهنا 900 جرام,طبق,600.0,68.0,0.0,15.0,34680.0
b1223,main_2025_2026,5,108,سجق الهنا 350,طبق,375.0,39.0,0.0,15.0,12431.25
b1223,main_2025_2026,6,99,سجق الهنا 800 جرام,طبق,300.0,72.5,0.0,15.0,18487.5
b1224,main_2025_2026,1,102,كفته الهنا 350,طبق,270.0,0.0,0.0,0.0,0.0
b1226,main_2025_2026,1,2,كبده اسكندرانى 400,طبق,40.0,78.0,0.0,0.0,3120.0
b1226,main_2025_2026,2,107,سجق 800 ابو هاشم,طبق,16.0,123.5,0.0,0.0,1976.0
b1226,main_2025_2026,3,114,كفته ابو هاشم 800,طبق,16.0,114.5,0.0,0.0,1832.0
b1226,main_2025_2026,4,8,كفته 350 جم ابو هاشم,طبق,20.0,52.5,0.0,0.0,1050.0
b1226,main_2025_2026,5,6,برجر 400 جم ابو هاشم,طبق,20.0,57.5,0.0,0.0,1150.0
b1226,main_2025_2026,6,421,برجر ابو هاشم 1 ك,طبق,12.0,133.5,0.0,0.0,1602.0
b1226,main_2025_2026,7,1,مفروم صافى 400 جم,طبق,20.0,100.0,0.0,0.0,2000.0
b1227,main_2025_2026,1,1,مفروم صافى 400 جم,طبق,10.0,100.0,0.0,0.0,1000.0
b1227,main_2025_2026,2,2,كبده اسكندرانى 400,طبق,10.0,78.0,0.0,0.0,780.0
b1227,main_2025_2026,3,421,برجر ابو هاشم 1 ك,طبق,5.0,133.5,0.0,0.0,667.5
b1227,main_2025_2026,4,107,سجق 800 ابو هاشم,طبق,10.0,123.5,0.0,0.0,1235.0
b1227,main_2025_2026,5,114,كفته ابو هاشم 800,طبق,10.0,114.5,0.0,0.0,1145.0
b1227,main_2025_2026,6,6,برجر 400 جم ابو هاشم,طبق,10.0,57.5,0.0,0.0,575.0
b1227,main_2025_2026,7,8,كفته 350 جم ابو هاشم,طبق,10.0,52.5,0.0,0.0,525.0
b1227,main_2025_2026,8,7,سجق 350 جم ابو هاشم,طبق,10.0,57.5,0.0,0.0,575.0
b1228,main_2025_2026,1,13,سجق شرقى 3 ك ابو هاشم كيس 3,كيلو,40.0,370.0,0.0,0.0,14800.0
b1232,main_2025_2026,1,1,مفروم صافى 400 جم,طبق,30.0,100.0,0.0,0.0,3000.0
b1232,main_2025_2026,2,2,كبده اسكندرانى 400,طبق,30.0,78.0,0.0,0.0,2340.0
b1232,main_2025_2026,3,7,سجق 350 جم ابو هاشم,طبق,20.0,55.0,0.0,0.0,1100.0
